component_id,component_type_id,component_mac475,mac475_weight,uniqueness,orientation,overall_length,adaptor_adaptor_angle,adaptor_overall_length,adaptor_end_form_id_1,adaptor_connection_type_id_1,adaptor_length_1,adaptor_thread_size_1,adaptor_thread_pitch_1,adaptor_nominal_size_1,adaptor_end_form_id_2,adaptor_connection_type_id_2,adaptor_length_2,adaptor_thread_size_2,adaptor_thread_pitch_2,adaptor_nominal_size_2,adaptor_hex_size,adaptor_unique_feature,adaptor_orientation,adaptor_weight,boss_type,boss_connection_type_id,boss_outside_shape,boss_base_type,boss_height_over_tube,boss_bolt_pattern_long,boss_bolt_pattern_wide,boss_groove,boss_base_diameter,boss_shoulder_diameter,boss_unique_feature,boss_orientation,boss_weight,elbow_bolt_pattern_long,elbow_bolt_pattern_wide,elbow_extension_length,elbow_overall_length,elbow_thickness,elbow_drop_length,elbow_elbow_angle,elbow_mj_class_code,elbow_mj_plug_class_code,elbow_plug_diameter,elbow_groove,elbow_unique_feature,elbow_orientation,elbow_weight,float_bolt_pattern_long,float_bolt_pattern_wide,float_thickness,float_orientation,float_weight,hfl_hose_diameter,hfl_corresponding_shell,hfl_coupling_class,hfl_material,hfl_plating,hfl_orientation,hfl_weight,nut_hex_nut_size,nut_seat_angle,nut_length,nut_thread_size,nut_thread_pitch,nut_diameter,nut_blind_hole,nut_orientation,nut_weight,other_weight,sleeve_connection_type_id,sleeve_length,sleeve_intended_nut_thread,sleeve_intended_nut_pitch,sleeve_unique_feature,sleeve_plating,sleeve_orientation,sleeve_weight,straight_bolt_pattern_long,straight_bolt_pattern_wide,straight_head_diameter,straight_overall_length,straight_thickness,straight_mj_class_code,straight_groove,straight_unique_feature,straight_orientation,straight_weight,tee_bolt_pattern_long,tee_bolt_pattern_wide,tee_extension_length,tee_overall_length,tee_thickness,tee_drop_length,tee_mj_class_code,tee_mj_plug_class_code,tee_groove,tee_unique_feature,tee_orientation,tee_weight,threaded_adaptor_angle,threaded_overall_length,threaded_hex_size,threaded_end_form_id_1,threaded_connection_type_id_1,threaded_length_1,threaded_thread_size_1,threaded_thread_pitch_1,threaded_nominal_size_1,threaded_end_form_id_2,threaded_connection_type_id_2,threaded_length_2,threaded_thread_size_2,threaded_thread_pitch_2,threaded_nominal_size_2,threaded_end_form_id_3,threaded_connection_type_id_3,threaded_length_3,threaded_thread_size_3,threaded_thread_pitch_3,threaded_nominal_size_3,threaded_end_form_id_4,threaded_connection_type_id_4,threaded_length_4,threaded_thread_size_4,threaded_thread_pitch_4,threaded_nominal_size_4,threaded_unique_feature,threaded_orientation,threaded_weight
C-0576,OTHER,other,0.019,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0577,OTHER,other,0.157,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0578,OTHER,other,0.025,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0579,CP-025,nut,0.157,N,N,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,37.0,20.0,.812,16.0,20.0,NONE,N,0.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0580,CP-025,nut,0.109,N,N,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,37.0,26.5,1.187,12.0,20.0,NONE,N,0.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0581,OTHER,other,0.12300000000000001,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0582,OTHER,other,0.196,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0583,OTHER,other,0.10099999999999999,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0584,CP-015,threaded,0.7120000000000001,N,Y,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,38.5,31.75,A-001,B-002,40.0,1.6869999999999998,12.0,25.4,A-004,NONE,28.0,1.187,12.0,33.34,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,N,Y,0.7120000000000001
C-0585,CP-008,elbow,0.551,N,Y,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4,26.2,34.9,64.3,15.9,20.6,90.0,NONE,NONE,50.0,N,N,Y,0.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0586,OTHER,other,0.614,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0587,OTHER,other,3.207,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0588,OTHER,other,0.62,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0589,OTHER,other,0.157,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0590,OTHER,other,0.27899999999999997,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0591,CP-006,straight,0.161,Y,N,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.68,31.8,66.0,28.0,8.0,NONE,Y,Y,N,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0592,OTHER,other,1.218,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0593,OTHER,other,0.37200000000000005,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3720000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0594,OTHER,other,0.45799999999999996,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0595,OTHER,other,0.93,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0596,CP-014,threaded,0.055,Y,N,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,43.7,17.46,A-006,B-002,37.3,0.562,18.0,25.4,A-004,NONE,35.5,1.187,12.0,9.52,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,Y,N,0.055
C-0597,OTHER,other,0.20600000000000002,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0598,CP-010,elbow,0.687,N,Y,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.6,30.18,58.7,92.0,15.7,35.1,90.0,NONE,NONE,50.0,Y,N,Y,0.687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0599,CP-003,straight,0.447,N,Y,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4,26.2,50.8,28.0,22.35,NONE,Y,N,Y,0.447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0600,CP-016,threaded,0.529,Y,Y,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,38.5,31.75,A-006,B-002,65.7,1.0,14.0,25.4,A-001,B-002,38.5,1.187,12.0,19.05,A-004,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,Y,Y,0.529
C-0601,CP-003,straight,0.424,N,Y,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4,26.19,50.8,28.0,22.0,NONE,N,N,Y,0.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0602,CP-002,straight,0.752,N,Y,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4,26.2,50.8,28.0,36.5,MJ-003,N,N,Y,0.752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0603,OTHER,other,0.33,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0604,OTHER,other,0.204,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0605,CP-017,threaded,0.358,Y,Y,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,38.5,31.75,A-004,NONE,23.8,1.0,14.0,25.4,A-007,B-005,0.0,0.4370000000000001,20.0,19.05,A-001,B-002,41.7,1.187,12.0,15.88,A-001,B-002,41.7,1.187,12.0,,Y,Y,0.358
C-0606,CP-004,straight,0.129,N,Y,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,31.8,50.8,28.0,8.0,NONE,N,N,Y,0.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0607,CP-016,threaded,0.5,N,Y,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,38.5,31.75,A-001,B-002,24.9,0.687,16.0,25.4,A-001,B-002,24.9,0.687,16.0,19.05,A-004,NONE,14.5,1.3119999999999998,12.0,9.52,NONE,NONE,41.7,1.187,12.0,,N,Y,0.5
C-0608,CP-008,elbow,2.22,N,Y,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.72,30.18,60.0,86.0,75.0,49.0,90.0,NONE,NONE,50.0,Y,N,Y,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0609,OTHER,other,0.10099999999999999,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0610,OTHER,other,0.516,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0611,OTHER,other,0.851,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0612,CP-003,straight,4.0760000000000005,Y,Y,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.38,61.93,50.8,28.0,45.0,NONE,N,Y,Y,4.0760000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0613,OTHER,other,2.46,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0614,OTHER,other,0.599,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0615,CP-008,elbow,0.7120000000000001,N,Y,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.37,26.19,42.1,71.1,38.0,27.0,90.0,NONE,NONE,50.0,N,N,Y,0.7120000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0616,CP-008,elbow,0.6990000000000001,N,Y,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.37,26.19,42.1,72.1,38.0,27.0,90.0,NONE,NONE,50.0,Y,N,Y,0.6990000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0617,OTHER,other,0.17,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0618,CP-003,straight,0.955,N,Y,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.4,61.9,50.8,28.0,15.9,NONE,Y,N,Y,0.955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0619,CP-002,straight,1.455,N,Y,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.7,31.8,50.8,28.0,36.5,MJ-003,Y,N,Y,1.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0620,OTHER,other,0.023,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0621,CP-007,straight,0.56,N,N,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.68,31.8,71.42,36.5,9.53,MJ-003,Y,N,N,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0622,CP-006,straight,0.435,N,N,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.68,31.8,84.12,19.5,9.53,NONE,Y,N,N,0.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0623,CP-018,boss,0.021,N,Y,0.0,,,,,,,,,,,,,,,,,,,Stud,B-002,Round,Saddle,15.8,77.8,42.9,N,28.0,22.36,N,Y,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0624,CP-018,boss,0.06,N,Y,0.0,,,,,,,,,,,,,,,,,,,Stud,B-002,Round,Saddle,19.3,77.8,42.9,N,20.0,22.36,N,Y,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0625,CP-008,elbow,1.845,N,Y,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.7,30.2,45.0,75.0,50.0,25.0,90.0,NONE,NONE,50.0,Y,N,Y,1.845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0626,OTHER,other,0.15,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0627,OTHER,other,0.294,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0628,CP-006,straight,0.5,N,N,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.68,31.8,44.45,12.7,8.0,NONE,Y,N,N,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0629,OTHER,other,0.21,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0630,OTHER,other,0.177,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0631,OTHER,other,2.481,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0632,CP-003,straight,1.368,N,Y,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.9,35.7,50.8,28.0,36.5,NONE,N,N,Y,1.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0633,OTHER,other,0.107,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0634,OTHER,other,0.23600000000000002,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0635,OTHER,other,9.57,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0636,OTHER,other,0.094,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0637,OTHER,other,3.225,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0638,CP-014,threaded,0.401,Y,N,75.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,75.5,31.75,A-004,NONE,37.3,1.0,14.0,25.4,A-006,B-002,35.5,1.4369999999999998,12.0,19.05,NONE,NONE,37.0,1.3119999999999998,12.0,15.88,NONE,NONE,41.7,1.187,12.0,,Y,N,0.401
C-0639,OTHER,other,0.927,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0640,OTHER,other,0.12300000000000001,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0641,CP-019,boss,0.304,N,Y,0.0,,,,,,,,,,,,,,,,,,,NONE,B-012,NONE,NONE,16.9,106.38,61.93,N,28.0,22.36,N,Y,0.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0642,OTHER,other,0.846,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0643,CP-019,boss,3.361,N,Y,0.0,,,,,,,,,,,,,,,,,,,NONE,B-012,NONE,NONE,20.07,120.65,69.85,N,28.0,22.36,N,Y,3.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0644,OTHER,other,0.11699999999999999,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0645,OTHER,other,0.226,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0646,CP-008,elbow,10.19,Y,Y,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.38,61.93,55.5,111.0,115.0,57.5,90.0,NONE,NONE,50.0,Y,Y,Y,10.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0647,OTHER,other,0.922,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-0648,OTHER,other,0.552,N,N,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
