tube_assembly_id,material_id,diameter,wall,length,num_bends,bend_radius,end_a_1x,end_a_2x,end_x_1x,end_x_2x,end_a,end_x,num_boss,num_bracket,other,component_id_1,quantity_1,component_id_2,quantity_2,component_id_3,quantity_3,component_id_4,quantity_4,component_id_5,quantity_5,component_id_6,quantity_6,component_id_7,quantity_7,component_id_8,quantity_8,comp_type_count,comp_total_count,tube_volume,spec1,spec2,spec3,spec4,spec5,spec6,spec7,spec8,spec9,spec10,spec_type_count
TA-05808,SP-0029,88.9,1.65,156.0,3,152.4,N,N,Y,Y,EF-009,EF-009,0,0,0,,,,,,,,,,,,,,,,,0,0.0,35610.745980585474,SP-0024,SP-0026,SP-0070,SP-0080,,,,,,,4
TA-05809,SP-0029,88.9,1.65,168.0,3,152.4,N,Y,N,Y,EF-009,EF-009,0,0,0,,,,,,,,,,,,,,,,,0,0.0,38350.0341329382,SP-0058,SP-0080,,,,,,,,,2
TA-05810,SP-0035,9.52,0.89,117.0,8,31.75,N,N,N,Y,EF-018,EF-018,0,0,0,C-1243,2.0,C-1244,2.0,,,,,,,,,,,,,2,4.0,1484.3707201955606,SP-0063,SP-0069,SP-0080,,,,,,,,3
TA-05811,SP-0029,25.4,3.05,68.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,1,C-1649,2.0,C-0544,1.0,,,,,,,,,,,,,2,3.0,7778.072901482123,,,,,,,,,,,0
TA-05812,SP-0029,25.4,3.05,60.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,1,C-1649,2.0,C-0544,1.0,,,,,,,,,,,,,2,3.0,6863.005501307754,,,,,,,,,,,0
TA-05813,SP-0028,19.05,1.65,113.0,4,50.8,N,N,N,N,EF-003,EF-003,0,0,0,C-1631,2.0,C-2027,2.0,,,,,,,,,,,,,2,4.0,5337.646421760804,,,,,,,,,,,0
TA-05814,SP-0028,19.05,1.65,113.0,4,50.8,N,Y,N,N,EF-003,EF-003,0,0,0,C-1631,2.0,C-2027,2.0,,,,,,,,,,,,,2,4.0,5337.646421760804,,,,,,,,,,,0
TA-05815,SP-0029,12.7,1.65,102.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0,C-1622,2.0,C-1629,2.0,,,,,,,,,,,,,2,4.0,3139.3346338700267,,,,,,,,,,,0
TA-05816,SP-0029,12.7,1.65,107.0,5,38.1,N,N,N,N,EF-003,EF-003,0,0,0,C-1622,2.0,C-1629,2.0,,,,,,,,,,,,,2,4.0,3293.223586510714,,,,,,,,,,,0
TA-05817,SP-0029,12.7,1.24,36.0,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0,C-1622,2.0,C-1629,2.0,,,,,,,,,,,,,2,4.0,847.0538041797405,,,,,,,,,,,0
TA-05818,SP-0035,15.88,1.65,49.0,4,38.1,N,N,N,N,EF-018,EF-018,0,0,0,C-1420,2.0,C-1421,2.0,,,,,,,,,,,,,2,4.0,1911.9681838866868,,,,,,,,,,,0
TA-05819,SP-0035,15.88,1.65,45.0,4,38.1,N,Y,N,N,EF-018,EF-018,0,0,0,C-1420,2.0,C-1421,2.0,,,,,,,,,,,,,2,4.0,1755.8891484673654,SP-0024,SP-0063,SP-0069,SP-0080,,,,,,,4
TA-05820,SP-0028,9.52,0.89,92.0,3,127.0,N,N,N,N,NONE,NONE,0,0,1,C-1817,1.0,,,,,,,,,,,,,,,1,1.0,1167.1974893845434,SP-0070,SP-0080,,,,,,,,,2
TA-05821,SP-0035,9.52,1.65,84.0,9,19.05,N,N,N,N,EF-018,EF-018,0,0,0,C-1243,2.0,C-1244,2.0,,,,,,,,,,,,,2,4.0,1893.0090649213544,SP-0063,SP-0070,SP-0080,,,,,,,,3
TA-05822,SP-0035,9.52,1.65,40.0,4,19.05,N,N,N,N,EF-003,EF-018,0,0,0,C-1243,1.0,C-1244,1.0,C-1621,1.0,C-1628,1.0,,,,,,,,,4,4.0,901.4328880577876,SP-0007,SP-0063,SP-0068,SP-0080,SP-0082,,,,,,5
TA-05823,SP-0029,25.4,2.41,81.0,4,50.8,N,N,Y,Y,EF-003,EF-003,0,0,0,C-1642,1.0,C-1649,1.0,,,,,,,,,,,,,2,2.0,7419.037477323122,,,,,,,,,,,0
TA-05824,SP-0029,9.52,0.89,80.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1638,2.0,,,,,,,,,,,,,,,1,2.0,1014.9543385952553,,,,,,,,,,,0
TA-05825,SP-0029,9.52,0.89,39.0,1,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1621,1.0,C-1628,1.0,C-1638,1.0,,,,,,,,,,,3,3.0,494.7902400651868,,,,,,,,,,,0
TA-05826,SP-0029,9.52,0.89,66.0,4,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1621,1.0,C-1628,1.0,C-1638,1.0,,,,,,,,,,,3,3.0,837.3373293410855,,,,,,,,,,,0
TA-05827,SP-0029,9.52,0.89,55.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1621,2.0,C-1628,2.0,,,,,,,,,,,,,2,4.0,697.781107784238,,,,,,,,,,,0
TA-05828,SP-0029,12.7,1.24,26.0,2,25.4,N,Y,N,N,EF-003,EF-003,0,0,0,C-1623,1.0,C-1624,1.0,C-1655,1.0,C-1658,1.0,,,,,,,,,4,4.0,611.7610807964793,,,,,,,,,,,0
TA-05829,SP-0046,34.0,4.0,20.0,1,90.0,N,Y,N,Y,EF-021,EF-021,0,0,0,C-0012,1.0,C-0546,1.0,,,,,,,,,,,,,2,2.0,4021.238596594935,SP-0024,SP-0026,SP-0047,SP-0050,SP-0080,SP-0088,,,,,6
TA-05830,SP-0046,34.0,4.0,14.0,1,90.0,N,Y,N,Y,EF-021,EF-021,0,0,0,C-0012,1.0,C-0546,1.0,,,,,,,,,,,,,2,2.0,2814.8670176164546,SP-0024,SP-0026,SP-0047,SP-0050,SP-0080,SP-0088,,,,,6
TA-05831,SP-0046,12.0,1.5,510.0,8,30.0,N,N,N,N,EF-001,EF-003,0,0,0,C-0101,1.0,C-0102,1.0,C-0415,1.0,,,,,,,,,,,3,3.0,13518.665887478579,SP-0007,SP-0012,SP-0022,SP-0024,SP-0026,SP-0080,SP-0082,,,,7
TA-05832,SP-0046,12.0,1.5,510.0,8,30.0,N,N,N,N,EF-001,EF-003,0,0,0,C-0101,1.0,C-0102,1.0,C-0415,1.0,,,,,,,,,,,3,3.0,13518.665887478579,SP-0007,SP-0012,SP-0022,SP-0024,SP-0026,SP-0080,SP-0082,,,,7
TA-05833,SP-0046,12.0,1.5,373.0,4,30.0,N,N,N,N,EF-003,EF-003,0,0,0,C-0101,1.0,C-0102,1.0,C-0415,1.0,,,,,,,,,,,3,3.0,9887.181129469627,SP-0007,SP-0012,SP-0022,SP-0024,SP-0026,SP-0080,SP-0082,,,,7
TA-05834,SP-0046,12.0,1.5,373.0,4,30.0,N,N,N,N,EF-003,EF-003,0,0,0,C-0101,1.0,C-0102,1.0,C-0415,1.0,,,,,,,,,,,3,3.0,9887.181129469627,SP-0007,SP-0012,SP-0022,SP-0024,SP-0026,SP-0080,SP-0082,,,,7
TA-05835,SP-0046,12.0,1.5,272.0,7,30.0,N,N,N,N,EF-002,EF-002,0,0,0,C-0415,2.0,,,,,,,,,,,,,,,1,2.0,7209.955139988576,,,,,,,,,,,0
TA-05836,SP-0046,12.0,1.5,334.0,4,30.0,N,N,N,N,EF-003,EF-001,0,0,0,C-0101,1.0,C-0102,1.0,C-0414,1.0,,,,,,,,,,,3,3.0,8853.400796897737,,,,,,,,,,,0
TA-05837,SP-0046,12.0,1.5,334.0,4,30.0,N,N,N,N,EF-003,EF-001,0,0,0,C-0101,1.0,C-0102,1.0,C-0414,1.0,,,,,,,,,,,3,3.0,8853.400796897737,,,,,,,,,,,0
TA-05838,SP-0046,12.0,1.5,285.0,4,30.0,N,N,N,N,EF-001,EF-001,0,0,0,C-0101,2.0,C-0102,2.0,,,,,,,,,,,,,2,4.0,7554.548584179207,SP-0012,SP-0022,SP-0024,SP-0026,SP-0080,SP-0082,,,,,6
TA-05839,SP-0046,12.0,1.5,285.0,4,30.0,N,N,N,N,EF-001,EF-001,0,0,0,C-0101,2.0,C-0102,2.0,,,,,,,,,,,,,2,4.0,7554.548584179207,SP-0012,SP-0022,SP-0024,SP-0026,SP-0080,SP-0082,,,,,6
TA-05840,SP-0046,12.0,1.5,323.0,5,30.0,N,N,N,N,EF-003,EF-003,0,0,0,C-0415,2.0,,,,,,,,,,,,,,,1,2.0,8561.821728736433,SP-0007,SP-0012,SP-0022,SP-0024,SP-0026,SP-0080,,,,,6
TA-05841,SP-0046,12.0,1.5,323.0,5,30.0,N,N,N,N,EF-003,EF-003,0,0,0,C-0415,2.0,,,,,,,,,,,,,,,1,2.0,8561.821728736433,SP-0007,SP-0012,SP-0022,SP-0024,SP-0026,SP-0080,,,,,6
TA-05842,SP-0028,41.28,1.65,28.0,1,88.9,Y,Y,N,N,EF-002,EF-010,0,0,1,C-0813,1.0,C-1341,1.0,C-1359,1.0,C-1564,1.0,C-0366,1.0,,,,,,,5,5.0,2935.8513215025237,SP-0004,SP-0009,SP-0070,SP-0080,,,,,,,4
TA-05843,SP-0029,152.4,1.65,29.0,0,0.0,N,Y,N,Y,EF-003,NONE,0,0,0,C-1521,1.0,C-1898,4.0,,,,,,,,,,,,,2,5.0,11392.771737243811,SP-0007,SP-0013,SP-0055,,,,,,,,3
TA-05844,SP-0029,9.52,1.65,104.0,6,31.75,N,N,N,N,EF-003,EF-003,0,0,0,C-1621,2.0,C-1628,2.0,,,,,,,,,,,,,2,4.0,2343.7255089502482,,,,,,,,,,,0
TA-05845,SP-0029,15.88,1.65,208.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0,C-1623,1.0,C-1630,1.0,C-1647,1.0,,,,,,,,,,,3,3.0,8116.10984180471,,,,,,,,,,,0
TA-05846,SP-0029,15.88,1.65,212.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0,C-1623,1.0,C-1630,1.0,C-1647,1.0,,,,,,,,,,,3,3.0,8272.188877224033,,,,,,,,,,,0
TA-05847,SP-0029,15.88,1.65,211.0,4,50.8,N,N,N,N,EF-003,EF-003,0,0,0,C-1623,1.0,C-1630,1.0,C-1640,1.0,,,,,,,,,,,3,3.0,8233.169118369202,,,,,,,,,,,0
TA-05848,SP-0029,15.88,1.65,200.0,4,50.8,N,N,N,N,EF-003,EF-003,0,0,0,C-1623,1.0,C-1630,1.0,C-1640,1.0,,,,,,,,,,,3,3.0,7803.9517709660695,,,,,,,,,,,0
TA-05849,SP-0029,15.88,1.65,206.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0,C-1623,1.0,C-1630,1.0,C-1640,1.0,,,,,,,,,,,3,3.0,8038.070324095052,,,,,,,,,,,0
TA-05850,SP-0029,15.88,1.65,239.0,0,0.0,N,N,N,N,EF-003,EF-003,0,0,0,C-1623,1.0,C-1630,1.0,C-1640,1.0,,,,,,,,,,,3,3.0,9325.722366304451,,,,,,,,,,,0
TA-05851,SP-0029,15.88,1.65,178.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0,C-1640,1.0,C-1647,1.0,,,,,,,,,,,,,2,2.0,6945.517076159801,,,,,,,,,,,0
TA-05852,SP-0029,15.88,1.65,178.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0,C-1640,1.0,C-1647,1.0,,,,,,,,,,,,,2,2.0,6945.517076159801,,,,,,,,,,,0
TA-05853,SP-0029,12.7,1.65,138.0,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0,C-1622,2.0,C-1629,2.0,,,,,,,,,,,,,2,4.0,4247.335092882978,,,,,,,,,,,0
TA-05854,SP-0046,12.0,1.5,188.0,2,30.0,N,N,N,N,EF-001,EF-001,0,0,0,C-0101,2.0,C-0102,2.0,,,,,,,,,,,,,2,4.0,4983.35134675681,SP-0012,SP-0022,SP-0024,SP-0026,SP-0080,SP-0082,,,,,6
TA-05855,SP-0046,10.0,1.5,248.0,6,25.0,N,N,N,N,EF-001,EF-001,0,0,0,C-0096,2.0,C-0097,2.0,,,,,,,,,,,,,2,4.0,5405.11016050124,SP-0012,SP-0022,SP-0024,SP-0026,SP-0080,SP-0082,,,,,6
TA-05856,SP-0046,10.0,1.5,248.0,6,25.0,N,N,N,N,EF-001,EF-001,0,0,0,C-0096,2.0,C-0097,2.0,,,,,,,,,,,,,2,4.0,5405.11016050124,SP-0012,SP-0022,SP-0024,SP-0026,SP-0080,SP-0082,,,,,6
TA-05857,SP-0035,7.94,0.89,65.0,3,25.4,N,N,N,N,EF-003,EF-017,0,0,0,C-1332,1.0,C-1621,1.0,,,,,,,,,,,,,2,2.0,681.0749034506102,SP-0007,SP-0024,SP-0026,SP-0080,SP-0082,SP-0088,,,,,6
TA-05858,SP-0035,6.35,0.89,31.0,4,12.7,N,N,N,N,EF-003,EF-003,0,0,0,C-1620,2.0,C-1627,2.0,,,,,,,,,,,,,2,4.0,255.9124882252813,SP-0007,SP-0012,SP-0021,SP-0024,SP-0026,SP-0080,SP-0082,,,,7
TA-05859,SP-0029,12.7,1.65,18.0,3,19.05,N,Y,N,Y,EF-003,EF-003,0,0,0,C-1622,2.0,C-1629,2.0,,,,,,,,,,,,,2,4.0,554.0002295064753,SP-0007,SP-0012,SP-0021,SP-0024,SP-0026,SP-0080,SP-0082,,,,7
TA-05860,SP-0029,12.7,1.65,16.0,2,19.05,N,Y,N,Y,EF-003,EF-003,0,0,0,C-1622,2.0,C-1629,2.0,,,,,,,,,,,,,2,4.0,492.44464845020025,,,,,,,,,,,0
TA-05861,SP-0029,9.52,0.89,85.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1621,2.0,C-1628,2.0,,,,,,,,,,,,,2,4.0,1078.3889847574587,,,,,,,,,,,0
TA-05862,SP-0029,9.52,0.89,54.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1621,1.0,C-1628,1.0,C-1638,1.0,,,,,,,,,,,3,3.0,685.0941785517973,SP-0007,SP-0012,SP-0021,SP-0024,SP-0026,SP-0080,SP-0082,,,,7
TA-05863,SP-0029,9.52,0.89,46.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1621,1.0,C-1628,1.0,C-1638,1.0,,,,,,,,,,,3,3.0,583.5987446922717,,,,,,,,,,,0
TA-05864,SP-0029,19.05,3.05,129.0,5,50.8,N,N,N,N,EF-003,EF-003,0,0,0,C-1624,1.0,C-1631,1.0,C-1889,1.0,,,,,,,,,,,3,3.0,10830.972503974846,,,,,,,,,,,0
TA-05865,SP-0029,101.6,1.65,200.0,2,152.4,N,N,N,N,EF-023,EF-023,0,0,0,C-0250,2.0,,,,,,,,,,,,,,,1,2.0,52238.00994480972,SP-0004,SP-0012,SP-0024,SP-0026,SP-0080,,,,,,5
TA-05866,SP-0035,12.7,1.65,128.0,7,38.1,N,N,N,N,EF-018,EF-018,0,0,0,C-0448,2.0,C-0449,2.0,,,,,,,,,,,,,2,4.0,3939.557187601602,SP-0063,SP-0069,SP-0080,,,,,,,,3
TA-05867,SP-0029,12.7,1.65,75.0,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1622,1.0,C-1629,1.0,C-2004,1.0,,,,,,,,,,,3,3.0,2308.3342896103136,SP-0007,SP-0012,SP-0021,SP-0024,SP-0026,SP-0029,SP-0080,SP-0082,,,8
TA-05868,SP-0029,12.7,1.65,71.0,2,19.05,N,Y,N,N,EF-003,EF-003,0,0,0,C-1622,1.0,C-1629,1.0,C-2004,1.0,,,,,,,,,,,3,3.0,2185.2231274977635,SP-0007,SP-0012,SP-0021,SP-0024,SP-0026,SP-0029,SP-0080,SP-0082,,,8
TA-05869,SP-0029,12.7,1.65,181.0,8,25.4,N,N,N,N,EF-003,EF-003,0,0,0,C-1622,1.0,C-1629,1.0,C-2004,1.0,,,,,,,,,,,3,3.0,5570.780085592889,,,,,,,,,,,0
TA-05870,SP-0029,12.7,1.65,187.0,9,19.05,N,N,N,Y,EF-003,EF-003,0,0,0,C-1622,1.0,C-1629,1.0,C-2004,1.0,,,,,,,,,,,3,3.0,5755.4468287617165,SP-0007,SP-0012,SP-0021,SP-0024,SP-0026,SP-0029,SP-0080,SP-0082,,,8
TA-05871,SP-0029,19.05,2.11,88.0,3,38.1,Y,Y,N,N,EF-003,EF-003,0,0,0,C-1624,1.0,C-1631,1.0,C-1641,1.0,,,,,,,,,,,3,3.0,5248.5199879571755,SP-0007,SP-0012,SP-0021,SP-0024,SP-0026,SP-0080,SP-0082,,,,7
TA-05872,SP-0029,25.4,1.65,57.0,3,38.1,N,Y,N,N,EF-003,EF-017,0,0,0,C-1625,1.0,C-1632,1.0,,,,,,,,,,,,,2,2.0,3630.548170699097,,,,,,,,,,,0
TA-05873,SP-0029,12.7,1.24,27.0,2,25.4,N,N,N,N,EF-003,EF-003,0,0,0,C-1622,2.0,C-1629,2.0,,,,,,,,,,,,,2,4.0,635.2903531348052,,,,,,,,,,,0
TA-05874,SP-0029,12.7,1.65,104.0,6,25.4,N,N,N,N,EF-003,EF-003,0,0,2,C-1622,2.0,C-1629,2.0,C-0548,2.0,,,,,,,,,,,3,6.0,3200.8902149263013,,,,,,,,,,,0
TA-05875,SP-0029,15.88,1.65,88.0,5,31.75,N,N,N,N,EF-003,EF-003,0,0,0,C-1623,2.0,C-1630,2.0,,,,,,,,,,,,,2,4.0,3433.73877922507,,,,,,,,,,,0
TA-05876,SP-0029,15.88,1.65,98.0,4,31.75,N,N,N,N,EF-003,EF-003,0,0,0,C-1623,2.0,C-1630,2.0,,,,,,,,,,,,,2,4.0,3823.9363677733736,,,,,,,,,,,0
TA-05877,SP-0029,15.88,1.65,122.0,8,31.75,N,N,N,N,EF-003,EF-003,0,0,1,C-1623,2.0,C-1630,2.0,C-0214,1.0,,,,,,,,,,,3,5.0,4760.410580289302,,,,,,,,,,,0
TA-05878,SP-0029,12.7,1.24,39.0,3,25.4,N,N,N,N,EF-003,EF-003,0,0,1,C-1622,1.0,C-1629,1.0,C-1639,1.0,C-0548,1.0,,,,,,,,,4,4.0,917.6416211947188,,,,,,,,,,,0
TA-05879,SP-0029,15.88,1.65,137.0,9,31.75,N,N,N,N,EF-003,EF-003,0,0,1,C-1623,2.0,C-1630,2.0,C-0214,1.0,,,,,,,,,,,3,5.0,5345.706963111757,,,,,,,,,,,0
TA-05880,SP-0029,15.88,1.65,96.0,6,31.75,N,N,N,N,EF-003,EF-003,0,0,1,C-1623,1.0,C-1630,1.0,C-1640,1.0,C-0209,1.0,,,,,,,,,4,4.0,3745.896850063713,,,,,,,,,,,0
TA-05881,SP-0029,9.52,1.24,44.0,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1621,2.0,C-1628,2.0,,,,,,,,,,,,,2,4.0,762.7535635503732,,,,,,,,,,,0
TA-05882,SP-0029,9.52,1.65,40.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1621,2.0,C-1628,2.0,,,,,,,,,,,,,2,4.0,901.4328880577876,,,,,,,,,,,0
TA-05883,SP-0029,15.88,1.65,96.0,6,31.75,N,N,N,N,EF-003,EF-003,0,0,0,C-1623,1.0,C-1630,1.0,C-1640,1.0,,,,,,,,,,,3,3.0,3745.896850063713,,,,,,,,,,,0
TA-05884,SP-0029,9.52,1.24,102.0,7,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1621,1.0,C-1628,1.0,C-1638,1.0,,,,,,,,,,,3,3.0,1768.2014427758654,,,,,,,,,,,0
TA-05885,SP-0029,9.52,1.24,66.0,5,19.05,N,N,N,N,EF-003,EF-003,0,0,1,C-1621,1.0,C-1628,1.0,C-1638,1.0,C-0208,1.0,,,,,,,,,4,4.0,1144.13034532556,,,,,,,,,,,0
TA-05886,SP-0029,12.7,1.24,157.0,7,25.4,N,N,N,N,EF-003,EF-003,0,0,0,C-1622,2.0,C-1629,2.0,,,,,,,,,,,,,2,4.0,3694.0957571172007,,,,,,,,,,,0
TA-05887,SP-0029,9.52,1.24,153.0,7,19.05,N,N,N,N,EF-003,EF-003,0,0,1,C-1621,2.0,C-1628,2.0,C-0208,1.0,,,,,,,,,,,3,5.0,2652.302164163798,,,,,,,,,,,0
TA-05888,SP-0029,9.52,1.24,55.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0,C-1621,2.0,C-1628,2.0,,,,,,,,,,,,,2,4.0,953.4419544379666,,,,,,,,,,,0
TA-05889,SP-0029,12.7,1.24,135.0,9,25.4,N,N,N,N,EF-003,EF-003,0,0,0,C-1622,1.0,C-1629,1.0,C-1639,1.0,,,,,,,,,,,3,3.0,3176.4517656740272,,,,,,,,,,,0
TA-05890,SP-0029,9.52,1.24,143.0,11,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1621,1.0,C-1628,1.0,C-1638,1.0,,,,,,,,,,,3,3.0,2478.949081538713,,,,,,,,,,,0
TA-05891,SP-0029,9.52,1.24,135.0,11,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1621,1.0,C-1628,1.0,C-1638,1.0,,,,,,,,,,,3,3.0,2340.266615438645,,,,,,,,,,,0
TA-05892,SP-0029,9.52,1.24,193.0,9,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1621,1.0,C-1628,1.0,C-1638,1.0,,,,,,,,,,,3,3.0,3345.714494664137,,,,,,,,,,,0
TA-05893,SP-0029,12.7,1.24,186.0,9,25.4,N,N,N,N,EF-003,EF-003,0,0,1,C-1622,1.0,C-1629,1.0,C-1639,1.0,C-0547,1.0,,,,,,,,,4,4.0,4376.4446549286595,,,,,,,,,,,0
TA-05894,SP-0029,9.52,1.24,206.0,9,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1621,1.0,C-1628,1.0,C-1638,1.0,,,,,,,,,,,3,3.0,3571.0735020767474,,,,,,,,,,,0
TA-05895,SP-0029,19.05,2.11,151.0,7,38.1,N,N,N,N,EF-003,EF-003,0,0,0,C-1624,2.0,C-1631,2.0,,,,,,,,,,,,,2,4.0,9005.983161153788,,,,,,,,,,,0
TA-05896,SP-0029,19.05,2.11,149.0,7,38.1,N,N,N,N,EF-003,EF-003,0,0,0,C-1624,2.0,C-1631,2.0,,,,,,,,,,,,,2,4.0,8886.698615972942,,,,,,,,,,,0
TA-05897,SP-0029,9.52,1.24,167.0,8,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1621,1.0,C-1628,1.0,C-1638,1.0,,,,,,,,,,,3,3.0,2894.9964798389174,,,,,,,,,,,0
TA-05898,SP-0029,9.52,1.24,168.0,8,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1621,1.0,C-1628,1.0,C-1638,1.0,,,,,,,,,,,3,3.0,2912.331788101425,,,,,,,,,,,0
TA-05899,SP-0029,19.05,2.11,158.0,7,38.1,N,N,N,N,EF-003,EF-003,0,0,0,C-1624,1.0,C-1631,1.0,C-1641,1.0,,,,,,,,,,,3,3.0,9423.479069286745,,,,,,,,,,,0
TA-05900,SP-0029,12.7,1.24,152.0,10,19.05,N,N,N,N,EF-003,EF-003,0,0,1,C-1622,2.0,C-1629,2.0,C-0547,1.0,,,,,,,,,,,3,5.0,3576.4493954255713,,,,,,,,,,,0
TA-05901,SP-0029,12.7,1.24,159.0,6,25.4,N,N,N,N,EF-003,EF-003,0,0,0,C-1622,2.0,C-1629,2.0,,,,,,,,,,,,,2,4.0,3741.154301793853,,,,,,,,,,,0
TA-05902,SP-0029,9.52,1.24,221.0,11,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1638,2.0,,,,,,,,,,,,,,,1,2.0,3831.103126014375,,,,,,,,,,,0
TA-05903,SP-0029,9.52,1.24,214.0,11,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1638,2.0,,,,,,,,,,,,,,,1,2.0,3709.7559681768157,,,,,,,,,,,0
TA-05904,SP-0029,19.05,2.11,166.0,8,38.1,N,N,N,N,EF-003,EF-003,0,0,0,C-1624,2.0,C-1631,2.0,,,,,,,,,,,,,2,4.0,9900.617250010124,,,,,,,,,,,0
TA-05905,SP-0029,19.05,2.11,154.0,8,38.1,N,N,N,N,EF-003,EF-003,0,0,0,C-1624,2.0,C-1631,2.0,,,,,,,,,,,,,2,4.0,9184.909978925056,,,,,,,,,,,0
TA-05906,SP-0029,12.7,1.24,170.0,7,25.4,N,N,N,N,EF-003,EF-003,0,0,0,C-1622,1.0,C-1629,1.0,C-1639,1.0,,,,,,,,,,,3,3.0,3999.9762975154413,,,,,,,,,,,0
TA-05907,SP-0029,9.52,1.24,170.0,8,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1621,1.0,C-1628,1.0,C-1638,1.0,,,,,,,,,,,3,3.0,2947.002404626442,,,,,,,,,,,0
TA-05908,SP-0029,9.52,1.24,172.0,8,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1621,1.0,C-1628,1.0,C-1638,1.0,,,,,,,,,,,3,3.0,2981.6730211514587,,,,,,,,,,,0
TA-05909,SP-0029,19.05,2.11,191.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0,C-1624,1.0,C-1631,1.0,C-1641,1.0,,,,,,,,,,,3,3.0,11391.674064770683,,,,,,,,,,,0
TA-05910,SP-0029,19.05,2.11,176.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0,C-1624,1.0,C-1631,1.0,C-1641,1.0,,,,,,,,,,,3,3.0,10497.039975914351,,,,,,,,,,,0
TA-05911,SP-0029,12.7,1.24,158.0,2,25.4,N,N,N,N,EF-003,EF-003,0,0,1,C-1622,1.0,C-1629,1.0,C-1639,1.0,C-0547,1.0,,,,,,,,,4,4.0,3717.625029455528,,,,,,,,,,,0
TA-05912,SP-0029,9.52,1.24,148.0,7,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1621,1.0,C-1628,1.0,C-1638,1.0,,,,,,,,,,,3,3.0,2565.625622851256,,,,,,,,,,,0
TA-05913,SP-0029,9.52,1.24,158.0,5,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1621,1.0,C-1628,1.0,C-1638,1.0,,,,,,,,,,,3,3.0,2738.978705476341,,,,,,,,,,,0
TA-05914,SP-0029,9.52,1.24,69.0,3,19.05,N,N,N,N,EF-003,EF-003,0,0,1,C-1623,1.0,C-1630,1.0,C-1640,1.0,C-0209,1.0,,,,,,,,,4,4.0,1196.1362701130854,,,,,,,,,,,0
TA-05915,SP-0029,15.88,1.65,117.0,6,31.75,N,N,N,N,EF-003,EF-003,0,0,0,C-1623,1.0,C-1630,1.0,C-1640,1.0,,,,,,,,,,,3,3.0,4565.311786015151,,,,,,,,,,,0
TA-05916,SP-0029,15.88,1.65,124.0,7,31.75,N,N,N,N,EF-003,EF-003,0,0,2,C-1623,2.0,C-1630,2.0,C-0215,2.0,,,,,,,,,,,3,6.0,4838.450097998962,,,,,,,,,,,0
TA-05917,SP-0029,9.52,1.24,69.0,3,19.05,N,N,N,N,EF-003,EF-003,0,0,1,C-1621,1.0,C-1628,1.0,C-1638,1.0,C-0208,1.0,,,,,,,,,4,4.0,1196.1362701130854,,,,,,,,,,,0
TA-05918,SP-0029,12.7,1.24,33.0,2,38.1,N,N,N,N,EF-003,EF-003,0,0,0,C-1622,2.0,C-1629,2.0,,,,,,,,,,,,,2,4.0,776.4659871647619,,,,,,,,,,,0
TA-05919,SP-0029,9.52,1.24,69.0,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1621,2.0,C-1628,2.0,,,,,,,,,,,,,2,4.0,1196.1362701130854,,,,,,,,,,,0
