tube_assembly_id,quantity_range_min,quantity_range_max,price_band_count,bracket_yes_count,bracket_no_count
TA-04324,15,15,1,0,1
TA-04325,1,15,4,4,0
TA-04326,1,1,1,0,1
TA-04327,1,250,8,8,0
TA-04328,1,250,8,8,0
TA-04329,1,250,8,8,0
TA-04330,1,250,8,8,0
TA-04331,1,250,8,8,0
TA-04332,1,1,1,1,0
TA-04333,1,1,1,0,1
TA-04334,1,1,1,0,1
TA-04335,1,1,1,0,1
TA-04336,1,1,1,0,1
TA-04337,1,1,1,0,1
TA-04338,1,250,8,8,0
TA-04347,1,4,2,2,0
TA-04350,1,1,1,0,1
TA-04351,1,1,1,1,0
TA-04352,1,1,1,0,1
TA-04353,1,1,2,2,0
TA-04354,1,1,1,0,1
TA-04355,1,1,1,0,1
TA-04356,5,15,3,3,0
TA-04357,25,25,1,0,1
TA-04358,5,15,3,3,0
TA-04359,5,30,4,4,0
TA-04360,5,25,4,4,0
TA-04361,10,30,3,3,0
TA-04362,10,25,3,3,0
TA-04363,10,25,3,3,0
TA-04364,1,30,6,6,0
TA-04365,1,30,6,6,0
TA-04366,1,30,6,6,0
TA-04367,1,30,6,6,0
TA-04368,2,10,4,4,0
TA-04369,1,20,3,3,0
TA-04373,1,1,1,0,1
TA-04374,1,100,7,7,0
TA-04375,1,100,7,7,0
TA-04376,1,1,1,1,0
TA-04378,1,1,1,0,1
TA-04379,1,250,8,8,0
TA-04380,6,24,4,4,0
TA-04383,1,1,1,0,1
TA-04384,6,6,1,0,1
TA-04385,1,250,8,8,0
TA-04386,1,1,2,2,0
TA-04387,1,1,1,0,1
TA-04390,1,1,1,0,1
TA-04391,1,1,1,0,1
TA-04392,40,40,1,0,1
TA-04393,1,1,1,0,1
TA-04396,1,1,1,0,1
TA-04397,1,250,8,8,0
TA-04398,5,15,3,3,0
TA-04399,25,50,2,2,0
TA-04400,10,25,3,3,0
TA-04401,10,25,3,3,0
TA-04402,1,30,5,5,0
TA-04403,3,30,6,6,0
TA-04404,10,30,4,4,0
TA-04405,1,1,1,0,1
TA-04406,1,1,1,0,1
TA-04409,1,4,4,4,0
TA-04410,2,5,4,4,0
TA-04420,1,1,1,1,0
TA-04421,1,1,1,1,0
TA-04423,1,1,1,0,1
TA-04426,1,1,1,0,1
TA-04427,1,1,1,0,1
TA-04428,1,1,1,0,1
TA-04429,1,1,1,0,1
TA-04432,1,250,8,8,0
TA-04433,1,250,8,8,0
TA-04435,1,4,3,3,0
TA-04436,1,250,8,8,0
TA-04439,1,250,8,8,0
TA-04440,1,1,1,0,1
TA-04441,1,250,8,8,0
TA-04442,1,250,8,8,0
TA-04443,1,250,8,8,0
TA-04444,1,250,8,8,0
TA-04445,1,250,8,8,0
TA-04446,8,32,4,4,0
TA-04447,10,40,4,4,0
TA-04448,13,13,1,0,1
TA-04449,1,1,2,2,0
TA-04454,1,250,10,10,0
TA-04455,1,250,8,8,0
TA-04475,1,50,6,6,0
TA-04476,1,50,6,6,0
TA-04477,1,50,6,6,0
TA-04478,1,50,6,6,0
TA-04479,1,250,8,8,0
TA-04480,10,10,1,0,1
TA-04481,1,250,8,8,0
TA-04482,1,1,1,0,1
TA-04483,60,60,1,0,1
TA-04484,1,1,1,0,1
TA-04485,1,1,1,0,1
TA-04486,1,1,1,0,1
TA-04487,1,1,1,1,0
TA-04488,1,1,1,0,1
TA-04489,1,1,1,0,1
TA-04490,3,10,4,4,0
TA-04491,1,1,1,0,1
TA-04492,1,1,1,0,1
TA-04493,1,1,1,0,1
TA-04494,1,1,1,0,1
TA-04495,1,1,1,0,1
TA-04496,1,250,8,8,0
TA-04497,1,1,1,0,1
TA-04498,1,1,1,0,1
TA-04499,1,100,7,7,0
TA-04500,1,250,8,8,0
TA-04504,1,1,1,0,1
TA-04505,1,1,2,2,0
TA-04506,1,1,2,2,0
TA-04509,1,1,1,0,1
TA-04512,1,8,5,5,0
TA-04513,1,8,5,5,0
TA-04515,25,25,1,0,1
TA-04516,1,4,4,4,0
TA-04520,1,1,1,0,1
TA-04521,1,250,8,8,0
TA-04527,2,5,4,4,0
TA-04528,1,1,1,0,1
TA-04529,1,1,1,1,0
TA-04530,1,1,1,0,1
TA-04531,1,1,1,0,1
TA-04532,1,1,1,0,1
TA-04533,1,1,1,0,1
TA-04534,1,1,1,0,1
TA-04535,1,1,1,0,1
TA-04536,1,1,1,0,1
TA-04537,1,1,1,0,1
TA-04538,1,1,1,0,1
TA-04539,1,1,1,0,1
TA-04540,1,1,1,0,1
TA-04541,1,5,3,3,0
TA-04543,1,250,8,8,0
TA-04544,1,16,5,5,0
TA-04545,1,1,1,0,1
TA-04546,1,20,3,3,0
TA-04547,1,1,1,0,1
TA-04548,1,20,5,5,0
TA-04549,1,250,8,8,0
TA-04550,1,250,8,8,0
TA-04551,1,250,8,8,0
TA-04552,1,250,8,8,0
TA-04553,1,9,5,5,0
TA-04555,1,1,1,0,1
TA-04560,1,9,5,5,0
TA-04561,1,250,8,8,0
TA-04562,1,250,8,8,0
TA-04563,1,250,8,8,0
TA-04564,1,250,8,8,0
TA-04565,1,250,8,8,0
TA-04566,1,250,8,8,0
TA-04567,1,250,8,8,0
TA-04568,1,250,8,8,0
TA-04569,1,250,8,8,0
TA-04570,1,250,8,8,0
TA-04571,1,250,8,8,0
TA-04572,1,250,8,8,0
TA-04573,1,250,8,8,0
TA-04574,1,250,8,8,0
TA-04575,1,250,8,8,0
TA-04576,5,20,3,3,0
TA-04578,1,1,1,0,1
TA-04580,1,250,8,8,0
TA-04581,1,250,8,8,0
TA-04583,1,10,5,5,0
TA-04584,1,1,1,0,1
TA-04585,1,20,2,2,0
TA-04586,1,250,8,8,0
TA-04587,1,250,8,8,0
TA-04588,1,250,8,8,0
TA-04589,1,250,8,8,0
TA-04590,1,250,8,8,0
TA-04591,1,250,8,8,0
TA-04592,5,20,3,3,0
TA-04593,1,250,8,8,0
TA-04594,1,250,8,8,0
TA-04595,1,250,8,8,0
TA-04600,1,250,8,8,0
TA-04601,1,250,8,8,0
TA-04602,1,1,1,0,1
TA-04604,1,250,8,8,0
TA-04605,1,1,1,0,1
TA-04606,1,250,8,8,0
TA-04607,5,20,3,3,0
TA-04608,1,250,8,8,0
TA-04609,1,250,8,8,0
TA-04614,1,1,1,0,1
TA-04615,1,1,1,0,1
TA-04616,1,1,1,0,1
TA-04617,1,50,7,7,0
TA-04618,31,31,1,0,1
TA-04619,3,50,6,6,0
TA-04620,1,250,8,8,0
TA-04621,1,1,1,0,1
TA-04622,1,250,8,8,0
TA-04623,1,1,1,0,1
TA-04624,1,1,1,0,1
TA-04625,1,250,8,8,0
TA-04626,1,250,8,8,0
TA-04627,1,1,3,3,0
TA-04628,1,250,8,8,0
TA-04629,1,50,4,4,0
TA-04630,1,1,1,0,1
TA-04631,1,250,8,8,0
TA-04632,1,250,8,8,0
TA-04633,1,250,8,8,0
TA-04634,1,250,8,8,0
TA-04635,1,250,8,8,0
TA-04636,1,250,8,8,0
TA-04637,1,20,6,6,0
TA-04638,1,20,6,6,0
TA-04639,1,1,1,0,1
TA-04640,1,1,1,1,0
TA-04641,1,25,5,5,0
TA-04642,1,250,8,8,0
TA-04643,1,250,8,8,0
TA-04644,1,1,1,0,1
TA-04645,1,1,1,0,1
TA-04646,1,250,8,8,0
TA-04647,1,250,8,8,0
TA-04648,1,250,8,8,0
TA-04649,1,250,8,8,0
TA-04650,1,250,8,8,0
TA-04655,1,1,1,1,0
TA-04656,1,1,1,1,0
TA-04657,1,250,8,8,0
TA-04658,1,250,8,8,0
TA-04659,1,250,8,8,0
TA-04660,1,250,8,8,0
TA-04661,1,250,8,8,0
TA-04662,1,250,8,8,0
TA-04663,1,250,8,8,0
TA-04664,1,100,7,7,0
TA-04665,1,250,8,8,0
TA-04666,1,250,8,8,0
TA-04667,1,250,8,8,0
TA-04668,1,1,1,0,1
TA-04671,5,5,1,0,1
TA-04672,1,1,2,2,0
TA-04673,5,50,6,6,0
TA-04684,1,250,8,8,0
TA-04685,1,250,8,8,0
TA-04686,30,30,1,0,1
TA-04692,1,1,1,1,0
TA-04694,5,15,3,3,0
TA-04695,10,30,3,3,0
TA-04696,5,15,3,3,0
TA-04697,5,15,3,3,0
TA-04698,6,15,2,2,0
TA-04699,5,15,3,3,0
TA-04700,5,20,3,3,0
TA-04701,1,250,8,8,0
TA-04702,1,250,8,8,0
TA-04703,1,250,8,8,0
TA-04704,1,250,8,8,0
TA-04705,1,1,1,1,0
TA-04706,1,1,1,0,1
TA-04707,1,1,1,0,1
TA-04710,1,250,8,8,0
TA-04711,1,1,1,1,0
TA-04717,1,250,8,8,0
TA-04718,1,1,1,1,0
TA-04719,1,2,3,3,0
TA-04721,1,250,8,8,0
TA-04722,1,250,8,8,0
TA-04723,1,5,2,2,0
TA-04724,25,25,1,0,1
TA-04725,1,60,4,4,0
TA-04726,8,32,4,4,0
TA-04727,10,10,1,0,1
TA-04728,10,10,1,0,1
TA-04729,10,10,1,0,1
TA-04730,1,1,2,2,0
TA-04731,1,4,5,5,0
TA-04732,10,10,1,0,1
TA-04733,4,16,4,4,0
TA-04734,1,250,8,8,0
TA-04735,1,250,8,8,0
TA-04736,1,1,1,0,1
TA-04737,1,250,8,8,0
TA-04738,1,250,8,8,0
TA-04739,1,250,8,8,0
TA-04740,3,3,1,0,1
TA-04741,3,9,4,4,0
TA-04742,1,250,8,8,0
TA-04743,1,250,8,8,0
TA-04744,1,250,8,8,0
TA-04745,1,250,8,8,0
TA-04746,1,250,8,8,0
TA-04747,1,250,8,8,0
TA-04748,1,9,5,5,0
TA-04749,1,200,11,11,0
TA-04750,1,250,12,12,0
TA-04751,1,250,8,8,0
TA-04752,1,250,8,8,0
TA-04753,1,250,8,8,0
TA-04754,1,250,8,8,0
TA-04755,1,250,8,8,0
TA-04756,1,100,7,7,0
TA-04757,1,250,8,8,0
TA-04758,1,1,1,0,1
TA-04759,10,10,1,0,1
TA-04760,10,10,1,0,1
TA-04761,1,1,1,1,0
TA-04762,1,250,9,9,0
TA-04763,1,20,3,3,0
TA-04764,1,1,1,0,1
TA-04765,1,250,8,8,0
TA-04766,1,250,8,8,0
TA-04767,1,250,8,8,0
TA-04768,1,36,5,5,0
TA-04769,1,1,1,0,1
TA-04770,1,1,3,3,0
TA-04771,1,20,3,3,0
TA-04772,10,10,1,0,1
TA-04773,1,250,8,8,0
TA-04774,30,60,3,3,0
TA-04775,1,250,8,8,0
TA-04776,1,1,1,1,0
TA-04777,20,50,4,4,0
TA-04778,1,1,1,1,0
TA-04779,1,1,1,1,0
TA-04780,1,1,1,0,1
TA-04781,1,250,8,8,0
TA-04782,1,1,1,0,1
TA-04783,1,250,8,8,0
TA-04784,1,1,1,0,1
TA-04785,1,250,8,8,0
TA-04786,1,250,8,8,0
TA-04787,20,20,1,0,1
TA-04788,1,600,14,14,0
TA-04789,1,250,8,8,0
TA-04790,1,1,1,0,1
TA-04791,1,1,2,2,0
TA-04792,1,70,5,5,0
TA-04793,1,100,7,7,0
TA-04794,6,12,3,3,0
TA-04795,1,1,1,0,1
TA-04796,1,1,1,0,1
TA-04797,1,1,1,1,0
TA-04798,1,1,1,0,1
TA-04799,1,1,1,0,1
TA-04800,1,20,3,3,0
TA-04801,1,1,1,0,1
TA-04802,1,250,8,8,0
TA-04803,1,250,8,8,0
TA-04804,5,5,1,0,1
TA-04805,1,1,1,0,1
TA-04806,1,1,1,0,1
TA-04807,5,5,1,0,1
TA-04808,20,20,1,0,1
TA-04809,20,20,1,0,1
TA-04810,20,20,1,0,1
TA-04811,20,20,1,0,1
TA-04812,20,20,1,0,1
TA-04813,20,20,1,0,1
TA-04814,20,20,1,0,1
TA-04815,20,20,1,0,1
TA-04816,1,250,8,8,0
TA-04817,20,20,1,0,1
TA-04818,20,20,1,0,1
TA-04819,20,20,1,0,1
TA-04820,20,20,1,0,1
TA-04821,20,20,1,0,1
TA-04822,20,20,1,0,1
TA-04823,20,20,1,0,1
TA-04824,1,250,8,8,0
TA-04825,2,8,4,4,0
TA-04826,12,36,4,4,0
TA-04828,1,250,8,8,0
TA-04829,2,6,4,4,0
TA-04830,1,250,8,8,0
TA-04831,1,1,1,0,1
TA-04833,1,1,1,0,1
TA-04834,1,1,1,0,1
TA-04835,1,1,1,0,1
TA-04836,1,250,8,8,0
TA-04837,1,250,8,8,0
TA-04838,3,10,3,3,0
TA-04839,1,1,2,2,0
TA-04840,1,1,2,2,0
TA-04841,1,1,1,0,1
TA-04842,4,4,1,0,1
TA-04843,1,1,2,2,0
TA-04844,1,1,2,2,0
TA-04845,1,1,2,2,0
TA-04846,1,1,1,0,1
TA-04847,1,1,1,0,1
TA-04848,1,250,8,8,0
TA-04849,1,250,8,8,0
TA-04850,1,250,8,8,0
TA-04851,1,1,1,0,1
TA-04852,1,250,8,8,0
TA-04853,1,250,8,8,0
TA-04864,1,1,1,0,1
TA-04865,1,1,1,0,1
TA-04867,20,20,1,0,1
TA-04868,28,28,1,0,1
TA-04869,1,1,1,0,1
TA-04870,1,250,8,8,0
TA-04871,1,250,8,8,0
TA-04872,20,20,1,0,1
TA-04873,20,20,1,0,1
TA-04875,2,6,3,3,0
TA-04876,2,10,5,5,0
TA-04877,1,250,8,8,0
TA-04878,1,250,8,8,0
TA-04879,1,250,8,8,0
TA-04880,20,20,1,0,1
TA-04881,1,250,8,8,0
TA-04882,1,1,1,0,1
TA-04883,50,50,1,0,1
TA-04884,50,50,1,0,1
TA-04885,15,550,5,5,0
TA-04886,15,550,4,4,0
TA-04891,1,1,1,0,1
TA-04894,1,1,1,1,0
TA-04895,1,250,8,8,0
TA-04896,1,250,8,8,0
TA-04897,3,12,4,4,0
TA-04898,1,250,8,8,0
TA-04899,1,250,8,8,0
TA-04900,1,250,8,8,0
TA-04901,1,250,8,8,0
TA-04902,1,250,8,8,0
TA-04903,1,250,8,8,0
TA-04904,1,250,8,8,0
TA-04905,1,250,8,8,0
TA-04907,1,250,8,8,0
TA-04908,1,250,8,8,0
TA-04909,1,250,8,8,0
TA-04912,1,250,8,8,0
TA-04913,1,1,1,0,1
TA-04914,1,1,1,0,1
TA-04915,1,1,2,2,0
TA-04916,1,1,2,2,0
TA-04917,1,1,1,0,1
TA-04918,1,1,1,0,1
TA-04919,1,1,1,1,0
TA-04920,1,1,1,0,1
TA-04921,1,1,1,0,1
TA-04922,1,250,8,8,0
TA-04923,20,20,1,0,1
TA-04924,17,17,1,0,1
TA-04925,16,16,1,0,1
TA-04927,1,1,1,0,1
TA-04928,2,2,1,0,1
TA-04929,1,1,1,0,1
TA-04930,1,250,8,8,0
TA-04931,1,250,8,8,0
TA-04932,1,250,8,8,0
TA-04933,1,250,8,8,0
TA-04934,1,250,8,8,0
TA-04935,1,250,8,8,0
TA-04936,1,250,8,8,0
TA-04937,1,250,8,8,0
TA-04938,1,1,1,1,0
TA-04939,2,8,4,4,0
TA-04940,2,8,4,4,0
TA-04941,2,6,4,4,0
TA-04942,1,1,1,0,1
TA-04943,1,8,5,5,0
TA-04944,1,1,1,1,0
TA-04945,1,1,1,1,0
TA-04950,1,1,2,2,0
TA-04951,1,1,1,0,1
TA-04952,1,1,1,0,1
TA-04953,1,1,1,0,1
TA-04958,1,1,1,0,1
TA-04960,1,250,8,8,0
TA-04961,1,250,8,8,0
TA-04965,25,25,1,0,1
TA-04966,25,25,1,0,1
TA-04967,1,250,8,8,0
TA-04968,1,250,8,8,0
TA-04969,1,250,8,8,0
TA-04970,1,250,8,8,0
TA-04971,1,2,3,3,0
TA-04972,2,5,2,2,0
TA-04973,1,250,8,8,0
TA-04974,1,1,1,0,1
TA-04975,1,1,1,1,0
TA-04976,10,150,6,6,0
TA-04977,1,1,1,0,1
TA-04978,5,10,2,2,0
TA-04979,5,5,1,0,1
TA-04987,23,23,1,0,1
TA-04988,1,1,1,0,1
TA-04989,1,250,8,8,0
TA-04990,1,250,8,8,0
TA-04993,1,250,8,8,0
TA-04994,1,250,8,8,0
TA-04995,1,250,8,8,0
TA-04996,1,250,8,8,0
TA-04997,1,250,8,8,0
TA-04998,1,250,8,8,0
TA-04999,1,250,8,8,0
TA-05000,1,250,8,8,0
TA-05001,1,250,8,8,0
TA-05002,1,250,8,8,0
TA-05003,5,50,4,4,0
TA-05004,1,1,2,2,0
TA-05005,1,2,2,2,0
TA-05007,1,1,1,0,1
TA-05008,1,1,1,0,1
TA-05009,1,250,8,8,0
TA-05010,1,1,1,0,1
TA-05011,1,1,1,0,1
TA-05012,7,21,4,4,0
TA-05013,1,100,8,8,0
TA-05014,1,1,1,1,0
TA-05015,1,1,1,0,1
TA-05016,1,250,8,8,0
TA-05017,1,250,8,8,0
TA-05019,1,250,8,8,0
TA-05020,1,250,8,8,0
TA-05021,10,25,3,3,0
TA-05022,1,1,1,0,1
TA-05023,1,250,8,8,0
TA-05024,1,20,3,3,0
TA-05025,1,20,3,3,0
TA-05027,1,1,1,0,1
TA-05028,1,1,2,2,0
TA-05029,1,1,1,0,1
TA-05030,1,1,1,0,1
TA-05031,1,1,1,0,1
TA-05032,1,1,1,0,1
TA-05034,1,75,2,2,0
TA-05035,1,1,1,0,1
TA-05036,5,20,3,3,0
TA-05037,5,20,3,3,0
TA-05038,5,20,3,3,0
TA-05039,5,20,3,3,0
TA-05040,5,20,3,3,0
TA-05041,1,250,8,8,0
TA-05042,1,250,8,8,0
TA-05043,1,250,8,8,0
TA-05044,1,250,8,8,0
TA-05045,1,250,8,8,0
TA-05046,1,250,8,8,0
TA-05047,1,250,8,8,0
TA-05048,1,250,8,8,0
TA-05049,1,250,8,8,0
TA-05050,1,250,8,8,0
TA-05051,1,250,8,8,0
TA-05052,1,250,8,8,0
TA-05053,1,20,3,3,0
TA-05054,1,1,1,0,1
TA-05055,20,20,1,0,1
TA-05056,20,20,1,0,1
TA-05057,20,20,1,0,1
TA-05058,1,250,8,8,0
TA-05059,1,250,8,8,0
TA-05060,1,20,3,3,0
TA-05061,1,1,2,2,0
TA-05062,1,1,1,1,0
TA-05063,1,1,2,2,0
TA-05064,1,1,2,2,0
TA-05065,1,1,2,2,0
TA-05066,1,1,1,0,1
TA-05073,1,1,1,0,1
TA-05074,1,1,1,0,1
TA-05075,1,1,1,0,1
TA-05076,1,1,1,0,1
TA-05077,1,1,1,0,1
TA-05078,1,1,1,0,1
TA-05079,1,1,1,0,1
TA-05080,65,65,1,0,1
TA-05081,3,3,1,0,1
TA-05084,1,1,1,0,1
TA-05086,1,250,8,8,0
TA-05087,1,250,8,8,0
TA-05088,1,250,8,8,0
TA-05089,1,250,8,8,0
TA-05090,2,5,4,4,0
TA-05096,1,1,1,0,1
TA-05097,1,1,1,0,1
TA-05098,1,1,1,0,1
TA-05099,1,1,2,2,0
TA-05100,1,1,1,0,1
TA-05101,5,5,1,0,1
TA-05102,1,1,1,1,0
TA-05103,1,1,1,1,0
TA-05106,1,250,8,8,0
TA-05107,1,250,8,8,0
TA-05108,1,250,8,8,0
TA-05109,1,250,8,8,0
TA-05110,1,250,8,8,0
TA-05111,1,250,8,8,0
TA-05116,1,1,1,0,1
TA-05117,1,250,8,8,0
TA-05118,1,250,8,8,0
TA-05119,1,250,8,8,0
TA-05120,1,250,8,8,0
TA-05121,7,15,3,3,0
TA-05122,1,1,1,0,1
TA-05123,1,1,2,2,0
TA-05124,28,28,1,0,1
TA-05125,20,50,2,2,0
TA-05126,60,60,1,0,1
TA-05127,200,200,1,0,1
TA-05128,1,1,1,0,1
TA-05129,1,1,2,2,0
TA-05130,1,1,1,0,1
TA-05131,1,1,1,0,1
TA-05132,1,250,8,8,0
TA-05133,1,250,8,8,0
TA-05134,1,1,1,0,1
TA-05135,1,250,8,8,0
TA-05136,1,250,8,8,0
TA-05137,1,250,8,8,0
TA-05138,1,1,1,0,1
TA-05139,1,1,1,0,1
TA-05140,1,1,1,0,1
TA-05141,1,1,1,0,1
TA-05142,1,250,8,8,0
TA-05143,1,250,8,8,0
TA-05144,1,250,8,8,0
TA-05145,1,250,8,8,0
TA-05146,1,1,1,0,1
TA-05147,1,250,8,8,0
TA-05148,1,250,8,8,0
TA-05149,1,250,8,8,0
TA-05150,1,250,8,8,0
TA-05151,1,250,8,8,0
TA-05157,1,250,8,8,0
TA-05158,1,1,1,0,1
TA-05171,1,250,8,8,0
TA-05172,1,250,8,8,0
TA-05175,1,10,4,4,0
TA-05176,1,1,1,0,1
TA-05177,6,18,4,4,0
TA-05178,6,18,4,4,0
TA-05179,1,1,1,1,0
TA-05180,30,30,1,0,1
TA-05181,20,20,1,0,1
TA-05182,1,1,1,0,1
TA-05183,1,1,1,0,1
TA-05184,1,7,5,5,0
TA-05187,1,250,8,8,0
TA-05188,1,250,8,8,0
TA-05189,1,250,8,8,0
TA-05190,1,1,1,0,1
TA-05191,1,1,1,1,0
TA-05192,1,1,1,1,0
TA-05193,1,250,8,8,0
TA-05194,1,250,8,8,0
TA-05195,1,250,8,8,0
TA-05196,4,16,4,4,0
TA-05201,1,250,8,8,0
TA-05202,1,1,2,2,0
TA-05203,1,1,3,3,0
TA-05204,1,1,1,1,0
TA-05205,1,250,8,8,0
TA-05206,1,50,7,7,0
TA-05207,1,250,8,8,0
TA-05208,1,250,8,8,0
TA-05209,1,1,1,0,1
TA-05210,1,1,1,0,1
TA-05213,1,1,1,0,1
TA-05214,1,250,8,8,0
TA-05215,1,250,8,8,0
TA-05216,1,250,8,8,0
TA-05219,1,1,1,0,1
TA-05222,1,1,1,1,0
TA-05223,1,1,1,0,1
TA-05224,1,1,2,2,0
TA-05225,1,1,1,0,1
TA-05226,1,1,1,0,1
TA-05227,1,1,1,0,1
TA-05228,1,1,1,1,0
TA-05229,1,1,1,0,1
TA-05230,2,6,4,4,0
TA-05232,1,250,8,8,0
TA-05234,1,1,1,0,1
TA-05235,1,250,8,8,0
TA-05236,1,250,8,8,0
TA-05237,1,250,8,8,0
TA-05238,1,1,1,0,1
TA-05239,1,1,1,0,1
TA-05241,1,1,1,0,1
TA-05242,1,5,3,3,0
TA-05243,1,1,1,1,0
TA-05244,1,250,8,8,0
TA-05245,1,100,3,3,0
TA-05252,1,50,6,6,0
TA-05253,1,250,8,8,0
TA-05254,1,50,6,6,0
TA-05255,1,50,6,6,0
TA-05260,150,200,2,2,0
TA-05261,1,1,1,1,0
TA-05262,1,1,1,0,1
TA-05263,1,1,1,0,1
TA-05264,1,1,1,0,1
TA-05265,1,250,8,8,0
TA-05266,1,250,8,8,0
TA-05267,1,250,8,8,0
TA-05268,1,250,8,8,0
TA-05272,1,250,8,8,0
TA-05273,1,250,8,8,0
TA-05276,1,250,8,8,0
TA-05277,1,1,1,0,1
TA-05278,10,25,3,3,0
TA-05279,5,15,3,3,0
TA-05280,5,30,4,4,0
TA-05281,10,25,3,3,0
TA-05282,5,15,3,3,0
TA-05283,1,1,1,0,1
TA-05284,1,1,1,0,1
TA-05285,1,1,1,0,1
TA-05286,1,1,1,0,1
TA-05287,1,1,1,0,1
TA-05288,1,250,8,8,0
TA-05289,1,1,1,1,0
TA-05290,1,1,1,0,1
TA-05291,3,10,3,3,0
TA-05292,1,250,8,8,0
TA-05293,2,6,3,3,0
TA-05294,3,15,4,4,0
TA-05295,1,1,1,0,1
TA-05298,1,10,5,5,0
TA-05300,1,1,1,1,0
TA-05301,1,1,1,0,1
TA-05303,1,250,8,8,0
TA-05304,1,250,8,8,0
TA-05305,1,1,1,1,0
TA-05307,1,1,1,0,1
TA-05308,1,1,2,2,0
TA-05309,3,6,4,4,0
TA-05310,1,1,1,0,1
TA-05311,2,16,5,5,0
TA-05312,1,1,1,0,1
TA-05313,1,250,8,8,0
TA-05314,1,20,3,3,0
TA-05315,20,20,1,0,1
TA-05317,55,55,1,0,1
TA-05318,20,20,1,0,1
TA-05319,20,20,1,0,1
TA-05321,55,55,1,0,1
TA-05323,30,30,1,0,1
TA-05324,20,20,1,0,1
TA-05325,20,20,1,0,1
TA-05329,1,1,1,0,1
TA-05330,1,1,1,0,1
TA-05331,1,1,1,0,1
TA-05332,1,1,1,0,1
TA-05337,40,40,1,0,1
TA-05338,20,20,1,0,1
TA-05341,5,50,4,4,0
TA-05342,1,250,8,8,0
TA-05343,1,250,8,8,0
TA-05344,1,250,8,8,0
TA-05345,1,250,8,8,0
TA-05346,1,1,1,0,1
TA-05347,1,1,1,0,1
TA-05348,1,250,8,8,0
TA-05349,1,250,8,8,0
TA-05350,1,1,1,0,1
TA-05351,1,1,1,0,1
TA-05352,1,1,1,1,0
TA-05353,1,20,3,3,0
TA-05354,1,250,8,8,0
TA-05355,1,250,8,8,0
TA-05356,3,7,3,3,0
TA-05357,1,1,1,0,1
TA-05358,1,3,2,2,0
TA-05359,1,1,1,1,0
TA-05360,1,1,1,1,0
TA-05361,1,1,1,0,1
TA-05362,1,1,1,0,1
TA-05363,1,1,1,0,1
TA-05364,1,250,8,8,0
TA-05365,1,250,8,8,0
TA-05366,1,250,8,8,0
TA-05367,1,250,8,8,0
TA-05368,1,250,8,8,0
TA-05369,1,250,8,8,0
TA-05370,1,250,8,8,0
TA-05371,1,250,8,8,0
TA-05372,1,250,8,8,0
TA-05373,1,250,8,8,0
TA-05374,1,250,8,8,0
TA-05375,1,250,8,8,0
TA-05376,1,250,8,8,0
TA-05377,1,250,8,8,0
TA-05378,1,250,8,8,0
TA-05379,1,250,8,8,0
TA-05380,1,250,8,8,0
TA-05381,4,4,1,0,1
TA-05382,1,1,1,0,1
TA-05383,6,6,1,0,1
TA-05384,1,1,1,0,1
TA-05385,1,20,3,3,0
TA-05386,1,20,3,3,0
TA-05387,1,20,3,3,0
TA-05388,1,250,8,8,0
TA-05391,1,250,8,8,0
TA-05392,1,250,8,8,0
TA-05393,1,250,8,8,0
TA-05394,50,50,1,0,1
TA-05395,100,100,1,0,1
TA-05396,48,48,1,0,1
TA-05397,1,1,2,2,0
TA-05398,1,1,2,2,0
TA-05399,1,1,1,0,1
TA-05400,1,1,2,2,0
TA-05401,1,1,2,2,0
TA-05404,1,250,8,8,0
TA-05405,1,250,8,8,0
TA-05406,1,250,8,8,0
TA-05407,1,250,8,8,0
TA-05408,20,30,2,2,0
TA-05409,1,250,8,8,0
TA-05413,1,1,2,2,0
TA-05414,1,1,1,0,1
TA-05415,1,1,2,2,0
TA-05416,1,1,2,2,0
TA-05417,15,15,1,0,1
TA-05418,1,250,8,8,0
TA-05421,1,250,8,8,0
TA-05422,1,250,8,8,0
TA-05423,1,250,8,8,0
TA-05424,1,250,8,8,0
TA-05425,1,250,8,8,0
TA-05426,1,250,8,8,0
TA-05427,1,250,8,8,0
TA-05428,1,250,8,8,0
TA-05429,1,250,8,8,0
TA-05430,1,250,8,8,0
TA-05431,1,250,8,8,0
TA-05432,1,250,8,8,0
TA-05433,1,250,8,8,0
TA-05434,1,1,2,2,0
TA-05435,1,1,1,0,1
TA-05436,25,25,1,0,1
TA-05437,1,250,8,8,0
TA-05439,1,250,8,8,0
TA-05440,1,1,1,0,1
TA-05441,1,1,2,2,0
TA-05442,20,50,2,2,0
TA-05443,1,1,1,0,1
TA-05444,1,1,1,0,1
TA-05445,10,10,1,0,1
TA-05446,20,20,1,0,1
TA-05448,22,50,2,2,0
TA-05449,1,1,1,1,0
TA-05452,20,50,3,3,0
TA-05454,1,1,1,0,1
TA-05455,1,6,5,5,0
TA-05456,1,6,5,5,0
TA-05459,1,1,2,2,0
TA-05461,1,1,1,0,1
TA-05462,1,1,1,0,1
TA-05463,1,250,8,8,0
TA-05464,20,20,1,0,1
TA-05466,1,250,8,8,0
TA-05467,1,250,9,9,0
TA-05468,1,1,1,0,1
TA-05469,1,1,1,0,1
TA-05470,1,1,1,0,1
TA-05471,1,1,1,1,0
TA-05472,1,1,1,0,1
TA-05473,1,1,1,0,1
TA-05474,1,1,1,0,1
