tube_assembly_id,supplier,quote_date,annual_usage,min_order_quantity,bracket_pricing,quantity,cost
TA-04575,S-0066,2013-06-01,0,0,Yes,100,2.659648459
TA-04575,S-0066,2013-06-01,0,0,Yes,250,2.576186687
TA-04580,S-0066,2013-10-01,0,0,Yes,1,23.50005286
TA-04580,S-0066,2013-10-01,0,0,Yes,2,13.93533382
TA-04580,S-0066,2013-10-01,0,0,Yes,5,8.195945984
TA-04580,S-0066,2013-10-01,0,0,Yes,10,6.281889352
TA-04580,S-0066,2013-10-01,0,0,Yes,25,5.13568102
TA-04580,S-0066,2013-10-01,0,0,Yes,50,4.818526288
TA-04580,S-0066,2013-10-01,0,0,Yes,100,4.676641276
TA-04580,S-0066,2013-10-01,0,0,Yes,250,4.593179504
TA-04581,S-0066,2013-07-21,0,0,Yes,1,20.7791991
TA-04581,S-0066,2013-07-21,0,0,Yes,2,11.21448006
TA-04581,S-0066,2013-07-21,0,0,Yes,5,5.475092225
TA-04581,S-0066,2013-07-21,0,0,Yes,10,3.561035594
TA-04581,S-0066,2013-07-21,0,0,Yes,25,2.414827262
TA-04581,S-0066,2013-07-21,0,0,Yes,50,2.097672529
TA-04581,S-0066,2013-07-21,0,0,Yes,100,1.958569577
TA-04581,S-0066,2013-07-21,0,0,Yes,250,1.872325746
TA-04583,S-0066,2011-08-01,1,0,Yes,1,231.3143003
TA-04583,S-0066,2011-08-01,1,0,Yes,3,89.41537811
TA-04583,S-0066,2011-08-01,1,0,Yes,5,58.36481697
TA-04583,S-0066,2011-08-01,1,0,Yes,7,51.05078371
TA-04583,S-0066,2011-08-01,1,0,Yes,10,39.44403332
TA-04584,S-0066,2011-08-01,200,3,No,1,9.164102536
TA-04586,S-0066,2013-08-11,0,0,Yes,1,22.45956277
TA-04586,S-0066,2013-08-11,0,0,Yes,2,12.89484373
TA-04586,S-0066,2013-08-11,0,0,Yes,5,7.155455896
TA-04586,S-0066,2013-08-11,0,0,Yes,10,5.244181323
TA-04586,S-0066,2013-08-11,0,0,Yes,25,4.095190933
TA-04586,S-0066,2013-08-11,0,0,Yes,50,3.780818259
TA-04586,S-0066,2013-08-11,0,0,Yes,100,3.638933247
TA-04586,S-0066,2013-08-11,0,0,Yes,250,3.552689416
TA-04587,S-0066,2013-06-01,0,0,Yes,1,22.05338215
TA-04587,S-0066,2013-06-01,0,0,Yes,2,12.48866311
TA-04587,S-0066,2013-06-01,0,0,Yes,5,6.749275274
TA-04587,S-0066,2013-06-01,0,0,Yes,10,4.838000701
TA-04587,S-0066,2013-06-01,0,0,Yes,25,3.68901031
TA-04587,S-0066,2013-06-01,0,0,Yes,50,3.371855578
TA-04587,S-0066,2013-06-01,0,0,Yes,100,3.232752625
TA-04587,S-0066,2013-06-01,0,0,Yes,250,3.146508794
TA-04588,S-0066,2013-08-11,0,0,Yes,1,21.68058624
TA-04588,S-0066,2013-08-11,0,0,Yes,2,12.1158672
TA-04588,S-0066,2013-08-11,0,0,Yes,5,6.37647936
TA-04588,S-0066,2013-08-11,0,0,Yes,10,4.465204787
TA-04588,S-0066,2013-08-11,0,0,Yes,25,3.316214397
TA-04588,S-0066,2013-08-11,0,0,Yes,50,3.001841723
TA-04588,S-0066,2013-08-11,0,0,Yes,100,2.859956711
TA-04588,S-0066,2013-08-11,0,0,Yes,250,2.77371288
TA-04593,S-0066,2013-06-01,0,0,Yes,1,21.4385471
TA-04593,S-0066,2013-06-01,0,0,Yes,2,11.87382806
TA-04593,S-0066,2013-06-01,0,0,Yes,5,6.134440222
TA-04593,S-0066,2013-06-01,0,0,Yes,10,4.223165649
TA-04593,S-0066,2013-06-01,0,0,Yes,25,3.074175259
TA-04593,S-0066,2013-06-01,0,0,Yes,50,2.759802585
TA-04593,S-0066,2013-06-01,0,0,Yes,100,2.617917573
TA-04593,S-0066,2013-06-01,0,0,Yes,250,2.534455801
TA-04595,S-0066,2013-06-01,0,0,Yes,1,21.43020092
TA-04595,S-0066,2013-06-01,0,0,Yes,2,11.86548188
TA-04595,S-0066,2013-06-01,0,0,Yes,5,6.126094045
TA-04595,S-0066,2013-06-01,0,0,Yes,10,4.214819472
TA-04595,S-0066,2013-06-01,0,0,Yes,25,3.065829081
TA-04595,S-0066,2013-06-01,0,0,Yes,50,2.751456408
TA-04595,S-0066,2013-06-01,0,0,Yes,100,2.609571396
TA-04595,S-0066,2013-06-01,0,0,Yes,250,2.526109624
TA-04602,S-0072,2013-01-16,700,1,No,1,4.548666559
TA-04606,S-0066,2013-10-01,0,0,Yes,1,23.04657723
TA-04606,S-0066,2013-10-01,0,0,Yes,2,13.48185819
TA-04606,S-0066,2013-10-01,0,0,Yes,5,7.742470357
TA-04606,S-0066,2013-10-01,0,0,Yes,10,5.828413726
TA-04606,S-0066,2013-10-01,0,0,Yes,25,4.682205394
TA-04606,S-0066,2013-10-01,0,0,Yes,50,4.365050661
TA-04606,S-0066,2013-10-01,0,0,Yes,100,4.223165649
TA-04606,S-0066,2013-10-01,0,0,Yes,250,4.139703878
TA-04608,S-0066,2013-07-01,0,0,Yes,1,21.99495891
TA-04608,S-0066,2013-07-01,0,0,Yes,2,12.43023987
TA-04608,S-0066,2013-07-01,0,0,Yes,5,6.690852033
TA-04608,S-0066,2013-07-01,0,0,Yes,10,4.779577461
TA-04608,S-0066,2013-07-01,0,0,Yes,25,3.63058707
TA-04608,S-0066,2013-07-01,0,0,Yes,50,3.316214397
TA-04608,S-0066,2013-07-01,0,0,Yes,100,3.174329385
TA-04608,S-0066,2013-07-01,0,0,Yes,250,3.088085554
TA-04609,S-0066,2013-08-01,0,0,Yes,1,21.50531651
TA-04609,S-0066,2013-08-01,0,0,Yes,2,11.94059748
TA-04609,S-0066,2013-08-01,0,0,Yes,5,6.201209639
TA-04609,S-0066,2013-08-01,0,0,Yes,10,4.289935067
TA-04609,S-0066,2013-08-01,0,0,Yes,25,3.140944676
TA-04609,S-0066,2013-08-01,0,0,Yes,50,2.823789943
TA-04609,S-0066,2013-08-01,0,0,Yes,100,2.684686991
TA-04609,S-0066,2013-08-01,0,0,Yes,250,2.59844316
TA-04614,S-0066,2013-02-13,1,1,No,1,344.8529125
TA-04615,S-0066,2011-08-01,350,2,No,1,25.23883977
TA-04617,S-0054,2002-08-13,0,0,Yes,1,8.61881896
TA-04617,S-0054,2002-08-13,0,0,Yes,2,5.199668379
TA-04617,S-0054,2002-08-13,0,0,Yes,3,4.259332417
TA-04617,S-0054,2002-08-13,0,0,Yes,5,3.310650278
TA-04617,S-0054,2002-08-13,0,0,Yes,10,2.673558754
TA-04617,S-0054,2002-08-13,0,0,Yes,20,2.336929608
TA-04617,S-0054,2002-08-13,0,0,Yes,50,2.133839297
TA-04618,S-0054,2013-12-13,31,31,No,31,2.506635211
TA-04619,S-0066,2001-07-13,820,0,Yes,3,23.96465672
TA-04619,S-0066,2001-07-13,820,0,Yes,5,18.40053861
TA-04619,S-0066,2001-07-13,820,0,Yes,10,14.22745002
TA-04619,S-0066,2001-07-13,820,0,Yes,15,12.83642049
TA-04619,S-0066,2001-07-13,820,0,Yes,25,11.72359687
TA-04619,S-0066,2001-07-13,820,0,Yes,50,10.50783706
TA-04620,S-0066,2013-09-01,0,0,Yes,1,26.28489398
TA-04620,S-0066,2013-09-01,0,0,Yes,2,16.09421165
TA-04620,S-0066,2013-09-01,0,0,Yes,5,9.979245839
TA-04620,S-0066,2013-09-01,0,0,Yes,10,7.942778609
TA-04620,S-0066,2013-09-01,0,0,Yes,25,6.718672624
TA-04620,S-0066,2013-09-01,0,0,Yes,50,6.379261419
TA-04620,S-0066,2013-09-01,0,0,Yes,100,6.223466112
TA-04620,S-0066,2013-09-01,0,0,Yes,250,6.131658163
TA-04621,S-0026,2008-08-14,1,1,No,1,118.2375099
TA-04625,S-0066,2013-03-24,0,0,Yes,1,22.26481864
TA-04625,S-0066,2013-03-24,0,0,Yes,2,12.7000996
TA-04625,S-0066,2013-03-24,0,0,Yes,5,6.963493821
TA-04625,S-0066,2013-03-24,0,0,Yes,10,5.049437189
TA-04625,S-0066,2013-03-24,0,0,Yes,25,3.900446799
TA-04625,S-0066,2013-03-24,0,0,Yes,50,3.586074125
TA-04625,S-0066,2013-03-24,0,0,Yes,100,3.444189113
TA-04625,S-0066,2013-03-24,0,0,Yes,250,3.360727342
TA-04631,S-0066,2013-07-07,0,0,Yes,1,21.17703355
TA-04631,S-0066,2013-07-07,0,0,Yes,2,11.61231451
TA-04631,S-0066,2013-07-07,0,0,Yes,5,5.87292667
TA-04631,S-0066,2013-07-07,0,0,Yes,10,3.958870039
TA-04631,S-0066,2013-07-07,0,0,Yes,25,2.812661707
TA-04631,S-0066,2013-07-07,0,0,Yes,50,2.495506975
TA-04631,S-0066,2013-07-07,0,0,Yes,100,2.353621963
TA-04631,S-0066,2013-07-07,0,0,Yes,250,2.270160191
TA-04635,S-0066,2013-03-24,0,0,Yes,1,21.9003689
TA-04635,S-0066,2013-03-24,0,0,Yes,2,12.33564986
TA-04635,S-0066,2013-03-24,0,0,Yes,5,6.596262025
TA-04635,S-0066,2013-03-24,0,0,Yes,10,4.682205394
TA-04635,S-0066,2013-03-24,0,0,Yes,25,3.535997062
TA-04635,S-0066,2013-03-24,0,0,Yes,50,3.21884233
TA-04635,S-0066,2013-03-24,0,0,Yes,100,3.076957318
TA-04635,S-0066,2013-03-24,0,0,Yes,250,2.993495546
TA-04637,S-0054,2013-02-15,1,0,Yes,1,11.19222359
TA-04637,S-0054,2013-02-15,1,0,Yes,2,7.23335355
TA-04637,S-0054,2013-02-15,1,0,Yes,3,5.121770725
TA-04637,S-0054,2013-02-15,1,0,Yes,5,4.04511387
TA-04637,S-0054,2013-02-15,1,0,Yes,10,3.382983814
TA-04637,S-0054,2013-02-15,1,0,Yes,20,3.051918786
TA-04639,S-0066,2011-08-01,0,1,No,1,76.71249645
TA-04641,S-0066,2012-07-03,1,0,Yes,1,133.1855133
TA-04641,S-0066,2012-07-03,1,0,Yes,3,63.29184356
TA-04641,S-0066,2012-07-03,1,0,Yes,5,45.84276915
TA-04641,S-0066,2012-07-03,1,0,Yes,10,31.12011262
TA-04641,S-0066,2012-07-03,1,0,Yes,25,21.65276564
TA-04643,S-0066,2013-04-14,0,0,Yes,1,21.34673915
TA-04643,S-0066,2013-04-14,0,0,Yes,2,11.78202011
TA-04643,S-0066,2013-04-14,0,0,Yes,5,6.042632273
TA-04643,S-0066,2013-04-14,0,0,Yes,10,4.128575641
TA-04643,S-0066,2013-04-14,0,0,Yes,25,2.98236731
TA-04643,S-0066,2013-04-14,0,0,Yes,50,2.665212577
TA-04643,S-0066,2013-04-14,0,0,Yes,100,2.523327565
TA-04643,S-0066,2013-04-14,0,0,Yes,250,2.439865793
TA-04644,S-0026,2014-05-22,12,1,No,1,54.70640931
TA-04645,S-0026,2014-05-22,23,1,No,1,23.71705347
TA-04647,S-0066,2013-06-01,0,0,Yes,1,22.52355013
TA-04647,S-0066,2013-06-01,0,0,Yes,2,12.95883109
TA-04647,S-0066,2013-06-01,0,0,Yes,5,7.222225313
TA-04647,S-0066,2013-06-01,0,0,Yes,10,5.308168682
TA-04647,S-0066,2013-06-01,0,0,Yes,25,4.159178291
TA-04647,S-0066,2013-06-01,0,0,Yes,50,3.844805618
TA-04647,S-0066,2013-06-01,0,0,Yes,100,3.702920606
TA-04647,S-0066,2013-06-01,0,0,Yes,250,3.619458834
TA-04648,S-0066,2013-06-01,0,0,Yes,1,22.18413892
TA-04648,S-0066,2013-06-01,0,0,Yes,2,12.61941989
TA-04648,S-0066,2013-06-01,0,0,Yes,5,6.880032049
TA-04648,S-0066,2013-06-01,0,0,Yes,10,4.968757477
TA-04648,S-0066,2013-06-01,0,0,Yes,25,3.819767086
TA-04648,S-0066,2013-06-01,0,0,Yes,50,3.505394413
TA-04648,S-0066,2013-06-01,0,0,Yes,100,3.363509401
TA-04648,S-0066,2013-06-01,0,0,Yes,250,3.280047629
TA-04650,S-0066,2013-06-01,0,0,Yes,1,21.29666209
TA-04650,S-0066,2013-06-01,0,0,Yes,2,11.73194305
TA-04650,S-0066,2013-06-01,0,0,Yes,5,5.99255521
TA-04650,S-0066,2013-06-01,0,0,Yes,10,4.081280637
TA-04650,S-0066,2013-06-01,0,0,Yes,25,2.932290247
TA-04650,S-0066,2013-06-01,0,0,Yes,50,2.617917573
TA-04650,S-0066,2013-06-01,0,0,Yes,100,2.476032561
TA-04650,S-0066,2013-06-01,0,0,Yes,250,2.38978873
TA-04655,S-0072,2011-06-01,45000,1,Yes,1,0.951464198
TA-04656,S-0072,2011-06-01,9600,1,Yes,1,2.261814014
TA-04657,S-0066,2013-11-02,39,0,Yes,1,24.45151706
TA-04657,S-0066,2013-11-02,39,0,Yes,2,14.26083473
TA-04657,S-0066,2013-11-02,39,0,Yes,5,8.145868921
TA-04657,S-0066,2013-11-02,39,0,Yes,10,6.106619631
TA-04657,S-0066,2013-11-02,39,0,Yes,25,4.885295705
TA-04657,S-0066,2013-11-02,39,0,Yes,50,4.543102441
TA-04657,S-0066,2013-11-02,39,0,Yes,100,4.390089193
TA-04657,S-0066,2013-11-02,39,0,Yes,250,4.298281244
TA-04658,S-0066,2013-09-01,0,0,Yes,1,27.96247559
TA-04658,S-0066,2013-09-01,0,0,Yes,2,16.10255783
TA-04658,S-0066,2013-09-01,0,0,Yes,5,8.986050756
TA-04658,S-0066,2013-09-01,0,0,Yes,10,6.61295438
TA-04658,S-0066,2013-09-01,0,0,Yes,25,5.191322201
TA-04658,S-0066,2013-09-01,0,0,Yes,50,4.78235952
TA-04658,S-0066,2013-09-01,0,0,Yes,100,4.595961563
TA-04658,S-0066,2013-09-01,0,0,Yes,250,4.481897142
TA-04659,S-0066,2013-09-01,0,0,Yes,1,28.2879765
TA-04659,S-0066,2013-09-01,0,0,Yes,2,16.42805873
TA-04659,S-0066,2013-09-01,0,0,Yes,5,9.314333725
TA-04659,S-0066,2013-09-01,0,0,Yes,10,6.941237349
TA-04659,S-0066,2013-09-01,0,0,Yes,25,5.516823111
TA-04659,S-0066,2013-09-01,0,0,Yes,50,5.110642489
TA-04659,S-0066,2013-09-01,0,0,Yes,100,4.924244532
TA-04659,S-0066,2013-09-01,0,0,Yes,250,4.810180111
TA-04660,S-0066,2013-09-01,0,0,Yes,1,28.2879765
TA-04660,S-0066,2013-09-01,0,0,Yes,2,16.42805873
TA-04660,S-0066,2013-09-01,0,0,Yes,5,9.314333725
TA-04660,S-0066,2013-09-01,0,0,Yes,10,6.941237349
TA-04660,S-0066,2013-09-01,0,0,Yes,25,5.516823111
TA-04660,S-0066,2013-09-01,0,0,Yes,50,5.110642489
TA-04660,S-0066,2013-09-01,0,0,Yes,100,4.924244532
TA-04660,S-0066,2013-09-01,0,0,Yes,250,4.810180111
TA-04661,S-0066,2013-07-01,0,0,Yes,1,27.49508967
TA-04661,S-0066,2013-07-01,0,0,Yes,2,15.6351719
TA-04661,S-0066,2013-07-01,0,0,Yes,5,8.518664834
TA-04661,S-0066,2013-07-01,0,0,Yes,10,6.145568458
TA-04661,S-0066,2013-07-01,0,0,Yes,25,4.72393628
TA-04661,S-0066,2013-07-01,0,0,Yes,50,4.314973598
TA-04661,S-0066,2013-07-01,0,0,Yes,100,4.128575641
TA-04661,S-0066,2013-07-01,0,0,Yes,250,4.017293279
TA-04663,S-0066,2013-09-01,0,0,Yes,1,28.41316915
TA-04663,S-0066,2013-09-01,0,0,Yes,2,16.55325139
TA-04663,S-0066,2013-09-01,0,0,Yes,5,9.436744323
TA-04663,S-0066,2013-09-01,0,0,Yes,10,7.063647947
TA-04663,S-0066,2013-09-01,0,0,Yes,25,5.642015769
TA-04663,S-0066,2013-09-01,0,0,Yes,50,5.233053087
TA-04663,S-0066,2013-09-01,0,0,Yes,100,5.04665513
TA-04663,S-0066,2013-09-01,0,0,Yes,250,4.932590709
TA-04664,S-0066,2014-02-01,1,0,Yes,1,26.81626726
TA-04664,S-0066,2014-02-01,1,0,Yes,2,16.62558493
TA-04664,S-0066,2014-02-01,1,0,Yes,5,10.51340118
TA-04664,S-0066,2014-02-01,1,0,Yes,10,8.474151889
TA-04664,S-0066,2014-02-01,1,0,Yes,25,7.252827963
TA-04664,S-0066,2014-02-01,1,0,Yes,50,6.910634699
TA-04664,S-0066,2014-02-01,1,0,Yes,100,6.757621451
TA-04666,S-0066,2013-10-01,0,0,Yes,1,29.32846658
TA-04666,S-0066,2013-10-01,0,0,Yes,2,17.46854882
TA-04666,S-0066,2013-10-01,0,0,Yes,5,10.35204175
TA-04666,S-0066,2013-10-01,0,0,Yes,10,7.978945377
TA-04666,S-0066,2013-10-01,0,0,Yes,25,6.557313199
TA-04666,S-0066,2013-10-01,0,0,Yes,50,6.148350517
TA-04666,S-0066,2013-10-01,0,0,Yes,100,5.96195256
TA-04666,S-0066,2013-10-01,0,0,Yes,250,5.850670198
TA-04667,S-0066,2013-06-01,0,0,Yes,1,29.83758339
TA-04667,S-0066,2013-06-01,0,0,Yes,2,17.97766563
TA-04667,S-0066,2013-06-01,0,0,Yes,5,10.86394062
TA-04667,S-0066,2013-06-01,0,0,Yes,10,8.490844244
TA-04667,S-0066,2013-06-01,0,0,Yes,25,7.069212065
TA-04667,S-0066,2013-06-01,0,0,Yes,50,6.660249384
TA-04667,S-0066,2013-06-01,0,0,Yes,100,6.473851427
TA-04667,S-0066,2013-06-01,0,0,Yes,250,6.359787006
TA-04668,S-0072,2009-02-09,1,1,No,1,6.165042872
TA-04694,S-0041,2004-06-21,0,0,Yes,5,23.6057711
TA-04694,S-0041,2004-06-21,0,0,Yes,10,15.02311891
TA-04694,S-0041,2004-06-21,0,0,Yes,15,12.17150838
TA-04695,S-0041,2011-06-08,17,0,Yes,10,12.86702314
TA-04695,S-0041,2011-06-08,17,0,Yes,20,9.459000796
TA-04695,S-0041,2011-06-08,17,0,Yes,30,8.20707422
TA-04696,S-0041,2004-03-31,0,0,Yes,5,13.67382027
TA-04696,S-0041,2004-03-31,0,0,Yes,10,8.47136983
TA-04696,S-0041,2004-03-31,0,0,Yes,15,6.732582919
TA-04698,S-0041,2010-06-08,6,0,Yes,6,19.1962075
TA-04698,S-0041,2010-06-08,6,0,Yes,15,11.82375099
TA-04699,S-0041,2011-07-19,12,0,Yes,5,18.26421771
TA-04699,S-0041,2011-07-19,12,0,Yes,10,11.78202011
TA-04699,S-0041,2011-07-19,12,0,Yes,15,9.278166957
TA-04701,S-0066,2013-09-01,0,0,Yes,1,39.80291894
TA-04701,S-0066,2013-09-01,0,0,Yes,2,30.2381999
TA-04701,S-0066,2013-09-01,0,0,Yes,5,24.50159412
TA-04701,S-0066,2013-09-01,0,0,Yes,10,22.58753749
TA-04701,S-0066,2013-09-01,0,0,Yes,25,21.44132916
TA-04701,S-0066,2013-09-01,0,0,Yes,50,21.12417442
TA-04701,S-0066,2013-09-01,0,0,Yes,100,20.98228941
TA-04701,S-0066,2013-09-01,0,0,Yes,250,20.89882764
TA-04704,S-0066,2013-07-01,0,0,Yes,1,28.17113002
TA-04704,S-0066,2013-07-01,0,0,Yes,2,16.31121225
TA-04704,S-0066,2013-07-01,0,0,Yes,5,9.197487244
TA-04704,S-0066,2013-07-01,0,0,Yes,10,6.824390868
TA-04704,S-0066,2013-07-01,0,0,Yes,25,5.40275869
TA-04704,S-0066,2013-07-01,0,0,Yes,50,4.993796008
TA-04704,S-0066,2013-07-01,0,0,Yes,100,4.807398051
TA-04704,S-0066,2013-07-01,0,0,Yes,250,4.69333363
TA-04707,S-0026,2002-08-23,7,1,No,1,66.00435114
TA-04717,S-0066,2013-09-01,1,0,Yes,1,22.69047367
TA-04717,S-0066,2013-09-01,1,0,Yes,2,13.12575463
TA-04717,S-0066,2013-09-01,1,0,Yes,5,7.386366798
TA-04717,S-0066,2013-09-01,1,0,Yes,10,5.475092225
TA-04717,S-0066,2013-09-01,1,0,Yes,25,4.326101834
TA-04717,S-0066,2013-09-01,1,0,Yes,50,4.011729161
TA-04717,S-0066,2013-09-01,1,0,Yes,100,3.869844149
TA-04717,S-0066,2013-09-01,1,0,Yes,250,3.783600318
TA-04721,S-0066,2013-09-01,0,0,Yes,1,28.40482298
TA-04721,S-0066,2013-09-01,0,0,Yes,2,16.54490522
TA-04721,S-0066,2013-09-01,0,0,Yes,5,9.428398146
TA-04721,S-0066,2013-09-01,0,0,Yes,10,7.058083829
TA-04721,S-0066,2013-09-01,0,0,Yes,25,5.633669592
TA-04721,S-0066,2013-09-01,0,0,Yes,50,5.227488969
TA-04721,S-0066,2013-09-01,0,0,Yes,100,5.038308953
TA-04721,S-0066,2013-09-01,0,0,Yes,250,4.927026591
TA-04723,S-0066,2013-04-23,5,0,Yes,1,134.4791707
TA-04723,S-0066,2013-04-23,5,0,Yes,5,42.86874802
TA-04725,S-0064,2003-11-07,850,0,Yes,20,7.697957412
TA-04725,S-0064,2003-11-07,850,0,Yes,40,6.192863462
TA-04725,S-0064,2003-11-07,850,0,Yes,60,5.689310773
TA-04725,S-0072,2009-08-03,1,1,Yes,1,23.07996194
TA-04727,S-0030,2014-02-13,1,10,No,10,3.917139153
TA-04730,S-0072,2011-06-01,520,1,Yes,1,1.811120446
TA-04730,S-0072,2011-06-01,520,33,Yes,1,1.969697813
TA-04734,S-0066,2013-06-23,0,0,Yes,1,32.13556417
TA-04734,S-0066,2013-06-23,0,0,Yes,2,20.27564641
TA-04734,S-0066,2013-06-23,0,0,Yes,5,13.15913934
TA-04734,S-0066,2013-06-23,0,0,Yes,10,10.78882503
TA-04734,S-0066,2013-06-23,0,0,Yes,25,9.364410788
TA-04734,S-0066,2013-06-23,0,0,Yes,50,8.955448106
TA-04734,S-0066,2013-06-23,0,0,Yes,100,8.769050149
TA-04734,S-0066,2013-06-23,0,0,Yes,250,8.657767787
TA-04736,S-0072,2003-05-30,62,1,No,1,10.13225909
TA-04737,S-0066,2013-06-01,0,0,Yes,1,20.56219849
TA-04737,S-0066,2013-06-01,0,0,Yes,2,10.99747945
TA-04737,S-0066,2013-06-01,0,0,Yes,5,5.258091619
TA-04737,S-0066,2013-06-01,0,0,Yes,10,3.344034987
TA-04737,S-0066,2013-06-01,0,0,Yes,25,2.197826655
TA-04737,S-0066,2013-06-01,0,0,Yes,50,1.880671923
TA-04737,S-0066,2013-06-01,0,0,Yes,100,1.74156897
TA-04737,S-0066,2013-06-01,0,0,Yes,250,1.655325139
TA-04738,S-0066,2013-08-04,0,0,Yes,1,20.52046761
TA-04738,S-0066,2013-08-04,0,0,Yes,2,10.95574857
TA-04738,S-0066,2013-08-04,0,0,Yes,5,5.219142792
TA-04738,S-0066,2013-08-04,0,0,Yes,10,3.30508616
TA-04738,S-0066,2013-08-04,0,0,Yes,25,2.15609577
TA-04738,S-0066,2013-08-04,0,0,Yes,50,1.841723096
TA-04738,S-0066,2013-08-04,0,0,Yes,100,1.699838084
TA-04738,S-0066,2013-08-04,0,0,Yes,250,1.616376312
TA-04740,S-0013,2009-06-29,6,3,No,3,7.475392688
TA-04744,S-0066,2013-07-07,0,0,Yes,1,20.68739115
TA-04744,S-0066,2013-07-07,0,0,Yes,2,11.12267211
TA-04744,S-0066,2013-07-07,0,0,Yes,5,5.383284276
TA-04744,S-0066,2013-07-07,0,0,Yes,10,3.469227645
TA-04744,S-0066,2013-07-07,0,0,Yes,25,2.323019313
TA-04744,S-0066,2013-07-07,0,0,Yes,50,2.00586458
TA-04744,S-0066,2013-07-07,0,0,Yes,100,1.863979569
TA-04744,S-0066,2013-07-07,0,0,Yes,250,1.780517797
TA-04745,S-0066,2013-06-01,0,0,Yes,1,21.34395709
TA-04745,S-0066,2013-06-01,0,0,Yes,2,11.77923805
TA-04745,S-0066,2013-06-01,0,0,Yes,5,6.039850214
TA-04745,S-0066,2013-06-01,0,0,Yes,10,4.128575641
TA-04745,S-0066,2013-06-01,0,0,Yes,25,2.979585251
TA-04745,S-0066,2013-06-01,0,0,Yes,50,2.662430518
TA-04745,S-0066,2013-06-01,0,0,Yes,100,2.523327565
TA-04745,S-0066,2013-06-01,0,0,Yes,250,2.437083734
TA-04748,S-0066,2008-02-01,1,0,Yes,1,128.3336023
TA-04748,S-0066,2008-02-01,1,0,Yes,3,45.79269209
TA-04748,S-0066,2008-02-01,1,0,Yes,5,29.28951776
TA-04748,S-0066,2008-02-01,1,0,Yes,7,22.20917746
TA-04748,S-0066,2008-02-01,1,0,Yes,9,18.27812801
TA-04750,S-0066,2013-11-02,1,0,Yes,1,21.50531651
TA-04750,S-0066,2013-11-02,1,0,Yes,2,11.94059748
TA-04750,S-0066,2013-11-02,1,0,Yes,5,6.201209639
TA-04750,S-0066,2013-11-02,1,0,Yes,10,4.289935067
TA-04750,S-0066,2013-11-02,1,0,Yes,25,3.140944676
TA-04750,S-0066,2013-11-02,1,0,Yes,50,2.826572002
TA-04750,S-0066,2013-11-02,1,0,Yes,100,2.684686991
TA-04750,S-0066,2013-11-02,1,0,Yes,250,2.59844316
TA-04750,S-0072,2013-12-20,101,0,Yes,25,4.676641276
TA-04750,S-0072,2013-12-20,101,0,Yes,50,2.968457014
TA-04750,S-0072,2013-12-20,101,0,Yes,75,2.314673136
TA-04750,S-0072,2013-12-20,101,0,Yes,100,1.59411984
TA-04752,S-0066,2013-08-04,0,0,Yes,1,20.70964762
TA-04752,S-0066,2013-08-04,0,0,Yes,2,11.14492858
TA-04752,S-0066,2013-08-04,0,0,Yes,5,5.405540749
TA-04752,S-0066,2013-08-04,0,0,Yes,10,3.494266176
TA-04752,S-0066,2013-08-04,0,0,Yes,25,2.345275786
TA-04752,S-0066,2013-08-04,0,0,Yes,50,2.030903112
TA-04752,S-0066,2013-08-04,0,0,Yes,100,1.8890181
TA-04752,S-0066,2013-08-04,0,0,Yes,250,1.805556328
TA-04754,S-0066,2013-08-04,0,0,Yes,1,21.84750978
TA-04754,S-0066,2013-08-04,0,0,Yes,2,12.28279074
TA-04754,S-0066,2013-08-04,0,0,Yes,5,6.543402903
TA-04754,S-0066,2013-08-04,0,0,Yes,10,4.629346272
TA-04754,S-0066,2013-08-04,0,0,Yes,25,3.48313794
TA-04754,S-0066,2013-08-04,0,0,Yes,50,3.165983207
TA-04754,S-0066,2013-08-04,0,0,Yes,100,3.026880255
TA-04754,S-0066,2013-08-04,0,0,Yes,250,2.940636424
TA-04757,S-0066,2013-08-04,0,0,Yes,1,21.86420213
TA-04757,S-0066,2013-08-04,0,0,Yes,2,12.29948309
TA-04757,S-0066,2013-08-04,0,0,Yes,5,6.560095258
TA-04757,S-0066,2013-08-04,0,0,Yes,10,4.648820685
TA-04757,S-0066,2013-08-04,0,0,Yes,25,3.499830294
TA-04757,S-0066,2013-08-04,0,0,Yes,50,3.182675562
TA-04757,S-0066,2013-08-04,0,0,Yes,100,3.043572609
TA-04757,S-0066,2013-08-04,0,0,Yes,250,2.957328778
TA-04758,S-0026,2007-09-05,250,35,No,1,11.65960951
TA-04759,S-0013,2013-09-17,45,10,No,10,4.721154221
TA-04762,S-0066,2013-11-02,1,0,Yes,1,22.33158805
TA-04762,S-0066,2013-11-02,1,0,Yes,2,12.76686902
TA-04762,S-0066,2013-11-02,1,0,Yes,5,7.027481179
TA-04762,S-0066,2013-11-02,1,0,Yes,10,5.113424548
TA-04762,S-0066,2013-11-02,1,0,Yes,25,3.967216216
TA-04762,S-0066,2013-11-02,1,0,Yes,50,3.650061484
TA-04762,S-0066,2013-11-02,1,0,Yes,100,3.510958531
TA-04762,S-0066,2013-11-02,1,0,Yes,250,3.4247147
TA-04762,S-0072,2000-01-17,3142,1,Yes,1,0.934771843
TA-04763,S-0041,2013-02-20,50,0,Yes,1,24.7408512
TA-04763,S-0041,2013-02-20,50,0,Yes,6,5.016052481
TA-04763,S-0041,2013-02-20,50,0,Yes,20,1.377119233
